point_id,city,sidewalk_present,crosswalk_present,crosswalk_source,intersection_count_200m,footway_density_200m,building_footprint_frac_100m,crosswalk_present_legacy
4683,msp,1,0,osm_nodes,23,0.014827,0.2009,
4684,msp,1,0,osm_nodes,22,0.014082,0.2309,
4685,msp,1,0,osm_nodes,48,0.017792,0.2071,
4686,msp,1,0,osm_nodes,49,0.018038,0.2212,
4687,msp,1,0,osm_nodes,48,0.018174,0.2022,
4688,msp,1,0,osm_nodes,46,0.018352,0.198,
4689,msp,1,0,osm_nodes,45,0.018126,0.1907,
4690,msp,1,0,osm_nodes,43,0.018138,0.1841,
4691,msp,1,0,osm_nodes,48,0.018622,0.2026,
4692,msp,1,0,osm_nodes,44,0.018164,0.1801,
4693,msp,1,0,osm_nodes,45,0.01817,0.1869,
4694,msp,1,0,osm_nodes,48,0.018905,0.1906,
4695,msp,1,0,osm_nodes,48,0.01896,0.1832,
4696,msp,1,0,osm_nodes,48,0.019021,0.1753,
4697,msp,1,0,osm_nodes,47,0.019347,0.1741,
4698,msp,1,0,osm_nodes,23,0.013333,0.237,
4699,msp,1,0,osm_nodes,24,0.013861,0.1759,
4700,msp,1,0,osm_nodes,25,0.013155,0.2263,
4701,msp,1,0,osm_nodes,27,0.013417,0.1618,
4702,msp,1,0,osm_nodes,20,0.012891,0.1329,
4703,msp,0,0,osm_nodes,25,0.011923,0.1303,
4704,msp,1,0,osm_nodes,21,0.01361,0.0943,
4705,msp,1,0,osm_nodes,21,0.013169,0.077,
4706,msp,0,0,osm_nodes,17,0.013825,0.0953,
4707,msp,1,0,osm_nodes,4,0.014911,0.1383,
4708,msp,1,0,osm_nodes,22,0.014822,0.104,
4709,msp,1,0,osm_nodes,22,0.014759,0.089,
4710,msp,1,0,osm_nodes,22,0.014763,0.0877,
4711,msp,1,0,osm_nodes,22,0.014816,0.1023,
4712,msp,1,0,osm_nodes,17,0.013689,0.057,
4713,msp,1,0,osm_nodes,22,0.014762,0.0887,
4714,msp,1,0,osm_nodes,22,0.014852,0.0804,
4715,msp,1,0,osm_nodes,13,0.011819,0.1155,
4716,msp,1,0,osm_nodes,13,0.012418,0.1113,
4717,msp,1,0,osm_nodes,22,0.014932,0.0724,
4718,msp,1,0,osm_nodes,22,0.014788,0.0717,
4719,msp,1,0,osm_nodes,16,0.01164,0.0927,
4720,msp,1,0,osm_nodes,31,0.017323,0.0788,
4721,msp,1,0,osm_nodes,31,0.017177,0.0764,
4722,msp,1,0,osm_nodes,32,0.017993,0.0914,
4723,msp,1,0,osm_nodes,31,0.017849,0.0865,
4724,msp,1,1,osm_nodes,28,0.007103,0.1459,
4725,msp,1,1,osm_nodes,27,0.007138,0.1172,
4726,msp,1,1,osm_nodes,29,0.007195,0.0675,
4727,msp,1,1,osm_nodes,30,0.007685,0.0255,
4728,msp,1,1,osm_nodes,30,0.007803,0.1104,
4729,msp,1,1,osm_nodes,29,0.009273,0.0805,
4730,msp,1,1,osm_nodes,29,0.010607,0.0394,
4731,msp,1,1,osm_nodes,28,0.010384,0.0639,
4732,msp,1,0,osm_nodes,28,0.011564,0.0142,
4733,msp,1,0,osm_nodes,13,0.009904,0.0,
4734,msp,1,0,osm_nodes,13,0.008801,0.0,
4735,msp,1,0,osm_nodes,13,0.009511,0.0,
4736,msp,0,0,osm_nodes,13,0.008761,0.0,
4737,msp,1,0,osm_nodes,13,0.007541,0.0247,
4738,msp,1,1,osm_nodes,12,0.003172,0.0,
4739,msp,1,1,osm_nodes,12,0.003201,0.0,
4740,msp,1,1,osm_nodes,7,0.003724,0.0,
4741,msp,1,1,osm_nodes,7,0.003895,0.0,
4742,msp,1,1,osm_nodes,7,0.003664,0.0,
4743,msp,1,0,osm_nodes,27,0.019188,0.2989,
4744,msp,1,0,osm_nodes,23,0.019134,0.1069,
4745,msp,1,0,osm_nodes,27,0.019689,0.2828,
4746,msp,1,0,osm_nodes,28,0.019989,0.272,
4747,msp,1,0,osm_nodes,28,0.020043,0.2692,
4748,msp,1,0,osm_nodes,23,0.019498,0.0706,
4749,msp,0,0,osm_nodes,28,0.019491,0.3048,
4750,msp,0,0,osm_nodes,27,0.01916,0.3065,
4751,msp,0,0,osm_nodes,18,0.006835,0.022,
4752,msp,0,0,osm_nodes,52,0.0,0.0207,
4753,msp,0,0,osm_nodes,17,0.0,0.1735,
4754,msp,0,0,osm_nodes,47,0.0,0.0719,
4755,msp,0,0,osm_nodes,48,0.0,0.0719,
4756,msp,0,0,osm_nodes,41,0.0,0.1487,
4757,msp,0,0,osm_nodes,40,0.0,0.1223,
4758,msp,0,0,osm_nodes,41,0.0,0.1385,
4759,msp,0,0,osm_nodes,43,0.0,0.1276,
4760,msp,0,0,osm_nodes,39,0.0,0.1276,
4761,msp,0,0,osm_nodes,30,0.0,0.1606,
4762,msp,0,0,osm_nodes,25,0.0,0.097,
4763,msp,0,0,osm_nodes,27,0.0,0.1062,
4764,msp,0,0,osm_nodes,42,0.0,0.1049,
4765,msp,0,0,osm_nodes,42,0.0,0.0847,
4766,msp,0,0,osm_nodes,44,0.0,0.1563,
4767,msp,0,0,osm_nodes,44,0.0,0.0645,
4768,msp,0,0,osm_nodes,47,0.0,0.1539,
4769,msp,0,0,osm_nodes,43,0.0,0.0152,
4770,msp,0,0,osm_nodes,23,0.0,0.1289,
4771,msp,0,0,osm_nodes,46,0.0,0.0325,
4772,msp,0,0,osm_nodes,48,0.0,0.0901,
4773,msp,0,0,osm_nodes,48,0.0,0.0687,
4774,msp,0,0,osm_nodes,47,0.0,0.0908,
4775,msp,0,0,osm_nodes,48,0.0,0.0954,
4776,msp,0,0,osm_nodes,19,0.0,0.1981,
4777,msp,0,0,osm_nodes,47,0.000631,0.1498,
4778,msp,0,0,osm_nodes,52,0.000918,0.1562,
4779,msp,0,0,osm_nodes,53,0.000918,0.2324,
4780,msp,0,0,osm_nodes,31,0.00141,0.2261,
4781,msp,0,0,osm_nodes,32,0.0,0.1848,
4782,msp,1,0,osm_nodes,46,0.001015,0.3482,
4783,msp,1,0,osm_nodes,43,0.000918,0.3005,
4784,msp,1,0,osm_nodes,22,0.002781,0.2363,
4785,msp,0,0,osm_nodes,30,0.0,0.1497,
4786,msp,0,0,osm_nodes,41,0.000918,0.1069,
4787,msp,1,0,osm_nodes,42,0.000918,0.2416,
4788,msp,1,0,osm_nodes,48,0.001218,0.3611,
4789,msp,0,0,osm_nodes,16,0.00139,0.239,
4790,msp,1,0,osm_nodes,24,0.002781,0.217,
4791,msp,1,0,osm_nodes,21,0.002759,0.1151,
4792,msp,0,0,osm_nodes,23,0.002713,0.1099,
4793,msp,0,0,osm_nodes,32,0.00181,0.0887,
4794,msp,0,0,osm_nodes,20,0.0,0.0531,
4795,msp,0,0,osm_nodes,21,0.0,0.1287,
4796,msp,0,0,osm_nodes,35,0.001919,0.1281,
4797,msp,0,0,osm_nodes,30,0.001526,0.1069,
4798,msp,0,0,osm_nodes,21,0.001331,0.079,
4799,msp,0,0,osm_nodes,31,0.00151,0.1041,
4800,msp,0,0,osm_nodes,19,0.000802,0.1141,
4801,msp,0,0,osm_nodes,34,0.008705,0.1462,
4802,msp,0,0,osm_nodes,21,0.000654,0.1012,
4803,msp,0,0,osm_nodes,32,0.007413,0.1185,
4804,msp,0,0,osm_nodes,26,0.004268,0.1292,
4805,msp,0,0,osm_nodes,26,0.003933,0.1358,
4806,msp,0,0,osm_nodes,24,0.002566,0.2153,
4807,msp,0,0,osm_nodes,29,0.001062,0.2859,
4808,msp,0,0,osm_nodes,26,0.0,0.1866,
4809,msp,0,0,osm_nodes,25,0.0,0.2368,
4810,msp,0,0,osm_nodes,25,0.0,0.1544,
4811,msp,0,0,osm_nodes,24,0.0,0.2101,
4812,msp,0,0,osm_nodes,21,0.0,0.2012,
4813,msp,0,0,osm_nodes,21,0.0,0.2106,
4814,msp,0,0,osm_nodes,19,0.0,0.2183,
4815,msp,0,0,osm_nodes,13,0.001893,0.0809,
4816,msp,0,0,osm_nodes,5,0.0,0.0359,
4817,msp,0,0,osm_nodes,16,0.0,0.0209,
4818,msp,0,0,osm_nodes,17,0.0,0.0358,
4819,msp,0,0,osm_nodes,16,0.0,0.0248,
4820,msp,0,0,osm_nodes,17,0.0,0.0392,
4821,msp,0,0,osm_nodes,10,0.00022,0.0002,
4822,msp,0,0,osm_nodes,10,0.0,0.0149,
4823,msp,0,0,osm_nodes,9,0.001145,0.0105,
4824,msp,1,0,osm_nodes,1,0.003183,0.1244,
4825,msp,1,0,osm_nodes,2,0.003183,0.1106,
4826,msp,0,0,osm_nodes,16,3.8e-05,0.0599,
4827,msp,1,0,osm_nodes,2,0.001477,0.1149,
4828,msp,0,0,osm_nodes,10,0.0,0.0458,
4829,msp,0,0,osm_nodes,17,0.0,0.0971,
4830,msp,0,0,osm_nodes,6,0.0,0.0533,
4831,msp,0,0,osm_nodes,7,0.0,0.0669,
4832,msp,0,0,osm_nodes,6,0.0,0.0627,
4833,msp,0,0,osm_nodes,17,0.0,0.1343,
4834,msp,0,0,osm_nodes,15,0.000346,0.0533,
4835,msp,0,0,osm_nodes,10,0.0,0.1252,
4836,msp,0,0,osm_nodes,12,0.001402,0.0496,
4837,msp,0,0,osm_nodes,12,0.001505,0.0297,
4838,msp,1,0,osm_nodes,12,0.001713,0.1136,
4839,msp,1,0,osm_nodes,12,0.001717,0.1403,
4840,msp,0,0,osm_nodes,10,0.000223,0.006,
4841,msp,0,0,osm_nodes,9,0.00145,0.0069,
4842,msp,0,0,osm_nodes,9,0.001152,0.0,
4843,msp,0,0,osm_nodes,16,0.000346,0.0563,
4844,msp,0,0,osm_nodes,10,0.0,0.0149,
4845,msp,0,0,osm_nodes,15,0.000346,0.0624,
4846,msp,0,0,osm_nodes,15,0.000346,0.0599,
4847,msp,0,0,osm_nodes,9,0.001353,0.0003,
4848,msp,0,0,osm_nodes,10,0.0,0.0149,
4849,msp,0,0,osm_nodes,5,0.0,0.0641,
4850,msp,0,0,osm_nodes,16,0.003705,0.0675,
4851,msp,1,0,osm_nodes,9,0.006036,0.0195,
4852,msp,1,0,osm_nodes,8,0.006152,0.016,
4853,msp,1,0,osm_nodes,10,0.006043,0.0355,
4854,msp,1,0,osm_nodes,7,0.003174,0.1101,
4855,msp,1,0,osm_nodes,14,0.00353,0.1727,
4856,msp,1,0,osm_nodes,9,0.003174,0.109,
4857,msp,1,0,osm_nodes,11,0.003175,0.1606,
4858,msp,1,0,osm_nodes,8,0.003175,0.1309,
4859,msp,1,0,osm_nodes,16,0.004887,0.0707,
4860,msp,1,0,osm_nodes,16,0.004884,0.0685,
4861,msp,1,0,osm_nodes,8,0.006154,0.0294,
4862,msp,1,0,osm_nodes,14,0.004336,0.0919,
4863,msp,1,0,osm_nodes,10,0.006047,0.0447,
4864,msp,1,0,osm_nodes,11,0.005619,0.0665,
4865,msp,1,0,osm_nodes,16,0.004963,0.076,
4866,msp,1,0,osm_nodes,16,0.004965,0.0739,
4867,msp,1,0,osm_nodes,7,0.003183,0.1072,
4868,msp,1,0,osm_nodes,14,0.00442,0.0925,
4869,msp,1,0,osm_nodes,9,0.003183,0.1176,
4870,msp,1,0,osm_nodes,13,0.00351,0.1635,
4871,msp,1,0,osm_nodes,11,0.003183,0.1572,
4872,msp,1,0,osm_nodes,10,0.005615,0.0771,
4873,msp,1,0,osm_nodes,10,0.006033,0.0531,
0,seattle,1,1,osm_nodes,63,0.021985,0.1017,
1,seattle,1,1,osm_nodes,77,0.014134,0.428,
2,seattle,1,1,osm_nodes,75,0.014865,0.3925,
3,seattle,1,1,osm_nodes,76,0.013871,0.2898,
4,seattle,1,1,osm_nodes,94,0.014211,0.0332,
5,seattle,1,0,osm_nodes,63,0.013463,0.2353,
6,seattle,1,0,osm_nodes,37,0.011851,0.2964,
7,seattle,1,0,osm_nodes,34,0.010369,0.3049,
8,seattle,1,1,osm_nodes,125,0.017421,0.1774,
9,seattle,1,0,osm_nodes,128,0.018244,0.1726,
10,seattle,1,0,osm_nodes,25,0.00781,0.2993,
11,seattle,1,0,osm_nodes,121,0.018941,0.1318,
12,seattle,1,0,osm_nodes,22,0.006931,0.2915,
13,seattle,1,0,osm_nodes,22,0.006904,0.2881,
14,seattle,1,0,osm_nodes,131,0.019418,0.156,
15,seattle,1,0,osm_nodes,114,0.016926,0.2003,
16,seattle,1,0,osm_nodes,102,0.016764,0.1469,
17,seattle,1,0,osm_nodes,97,0.015866,0.3283,
18,seattle,1,0,osm_nodes,96,0.01583,0.2682,
19,seattle,1,1,osm_nodes,78,0.01615,0.2608,
20,seattle,1,0,osm_nodes,18,0.010809,0.2838,
21,seattle,1,0,osm_nodes,22,0.011183,0.2897,
22,seattle,1,1,osm_nodes,53,0.010703,0.135,
23,seattle,1,0,osm_nodes,36,0.011295,0.3223,
24,seattle,1,0,osm_nodes,45,0.012927,0.2671,
25,seattle,1,0,osm_nodes,11,0.004301,0.1831,
26,seattle,1,0,osm_nodes,72,0.015282,0.1475,
27,seattle,1,0,osm_nodes,75,0.016219,0.1526,
28,seattle,1,0,osm_nodes,73,0.016216,0.1609,
29,seattle,1,1,osm_nodes,27,0.008604,0.1224,
30,seattle,1,1,osm_nodes,28,0.00942,0.127,
31,seattle,1,1,osm_nodes,28,0.00982,0.1415,
32,seattle,1,0,osm_nodes,35,0.017879,0.0179,
33,seattle,1,0,osm_nodes,39,0.017967,0.1002,
34,seattle,1,0,osm_nodes,10,0.010811,0.0346,
35,seattle,1,0,osm_nodes,22,0.015401,0.1633,
36,seattle,1,0,osm_nodes,22,0.015927,0.161,
37,seattle,1,0,osm_nodes,22,0.015846,0.1598,
38,seattle,1,1,osm_nodes,9,0.006727,0.1748,
39,seattle,1,0,osm_nodes,22,0.016149,0.1539,
40,seattle,1,0,osm_nodes,22,0.015782,0.1417,
41,seattle,1,0,osm_nodes,20,0.014784,0.1324,
42,seattle,1,0,osm_nodes,11,0.004665,0.0554,
43,seattle,1,0,osm_nodes,22,0.016069,0.1307,
44,seattle,1,1,osm_nodes,10,0.004395,0.0216,
45,seattle,1,0,osm_nodes,10,0.010459,0.204,
46,seattle,0,0,osm_nodes,5,0.002663,0.2157,
47,seattle,0,0,osm_nodes,9,0.0,0.1739,
48,seattle,1,0,osm_nodes,33,0.011744,0.3099,
49,seattle,0,0,osm_nodes,3,0.0,0.1138,
50,seattle,1,1,osm_nodes,52,0.010902,0.2588,
51,seattle,1,1,osm_nodes,83,0.013009,0.3496,
52,seattle,1,0,osm_nodes,88,0.015372,0.2762,
53,seattle,1,0,osm_nodes,100,0.016448,0.1963,
54,seattle,1,0,osm_nodes,80,0.014076,0.3324,
55,seattle,1,0,osm_nodes,17,0.007999,0.1255,
56,seattle,0,0,osm_nodes,106,0.016668,0.208,
57,seattle,1,0,osm_nodes,96,0.01697,0.1745,
58,seattle,1,0,osm_nodes,100,0.017653,0.1137,
59,seattle,1,0,osm_nodes,113,0.018641,0.1577,
60,seattle,1,0,osm_nodes,104,0.018853,0.0964,
61,seattle,1,0,osm_nodes,26,0.012349,0.2312,
62,seattle,0,0,osm_nodes,15,0.0,0.1572,
63,seattle,1,1,osm_nodes,21,0.010276,0.1295,
64,seattle,1,1,osm_nodes,22,0.010605,0.1209,
65,seattle,1,1,osm_nodes,21,0.010296,0.1474,
66,seattle,1,1,osm_nodes,32,0.014527,0.1678,
67,seattle,1,1,osm_nodes,32,0.014516,0.1707,
68,seattle,1,1,osm_nodes,48,0.015018,0.1824,
69,seattle,1,1,osm_nodes,47,0.01517,0.1822,
70,seattle,1,1,osm_nodes,46,0.014293,0.1793,
71,seattle,1,0,osm_nodes,42,0.016188,0.1272,
72,seattle,1,0,osm_nodes,29,0.015002,0.1389,
73,seattle,1,1,osm_nodes,10,0.008122,0.1429,
74,seattle,1,1,osm_nodes,11,0.008292,0.1631,
75,seattle,1,1,osm_nodes,11,0.008114,0.1481,
76,seattle,1,1,osm_nodes,27,0.014865,0.227,
77,seattle,1,0,osm_nodes,59,0.016232,0.289,
78,seattle,1,0,osm_nodes,12,0.00841,0.1306,
79,seattle,1,0,osm_nodes,45,0.010985,0.2112,
80,seattle,1,0,osm_nodes,32,0.009093,0.2056,
81,seattle,0,0,osm_nodes,12,0.0,0.108,
82,seattle,0,0,osm_nodes,12,0.0,0.1123,
83,seattle,1,0,osm_nodes,60,0.016048,0.197,
84,seattle,1,1,osm_nodes,25,0.015104,0.2684,
85,seattle,1,0,osm_nodes,59,0.016832,0.1538,
86,seattle,1,0,osm_nodes,56,0.015922,0.1699,
87,seattle,1,0,osm_nodes,60,0.018158,0.1627,
88,seattle,0,0,osm_nodes,4,0.001045,0.0255,
89,seattle,1,0,osm_nodes,14,0.014076,0.0,
90,seattle,1,0,osm_nodes,20,0.009916,0.0433,
91,seattle,0,0,osm_nodes,19,0.009279,0.0782,
92,seattle,0,0,osm_nodes,18,0.007591,0.1036,
93,seattle,1,1,osm_nodes,27,0.014464,0.0,
94,seattle,1,1,osm_nodes,28,0.015374,0.001,
95,seattle,1,1,osm_nodes,29,0.016878,0.001,
96,seattle,1,1,osm_nodes,27,0.015131,0.001,
97,seattle,1,0,osm_nodes,20,0.010004,0.1352,
98,seattle,1,0,osm_nodes,13,0.012988,0.0653,
99,seattle,1,0,osm_nodes,20,0.013192,0.1963,
100,seattle,0,0,osm_nodes,3,0.0,0.2157,
101,seattle,1,0,osm_nodes,11,0.014495,0.1405,
102,seattle,1,0,osm_nodes,11,0.014559,0.149,
103,seattle,1,0,osm_nodes,60,0.014411,0.2257,
104,seattle,1,0,osm_nodes,11,0.013938,0.1403,
105,seattle,1,0,osm_nodes,12,0.00828,0.1857,
106,seattle,1,0,osm_nodes,70,0.015656,0.1529,
107,seattle,1,0,osm_nodes,72,0.016064,0.1049,
108,seattle,1,1,osm_nodes,73,0.015857,0.1082,
109,seattle,1,0,osm_nodes,74,0.016205,0.0798,
110,seattle,1,1,osm_nodes,74,0.015449,0.1222,
111,seattle,1,1,osm_nodes,80,0.016201,0.0849,
112,seattle,1,0,osm_nodes,75,0.014563,0.2243,
113,seattle,1,0,osm_nodes,77,0.016356,0.1007,
114,seattle,1,1,osm_nodes,77,0.015587,0.0731,
115,seattle,1,1,osm_nodes,72,0.01331,0.0567,
116,seattle,1,1,osm_nodes,54,0.010965,0.2831,
117,seattle,1,1,osm_nodes,54,0.011164,0.3656,
118,seattle,0,0,osm_nodes,65,0.009869,0.1781,
119,seattle,1,0,osm_nodes,70,0.010554,0.1755,
120,seattle,1,0,osm_nodes,62,0.011468,0.3064,
121,seattle,1,0,osm_nodes,55,0.011344,0.4041,
122,seattle,1,0,osm_nodes,56,0.012699,0.3844,
123,seattle,1,0,osm_nodes,58,0.011794,0.394,
124,seattle,1,1,osm_nodes,39,0.013664,0.1555,
125,seattle,1,0,osm_nodes,55,0.012405,0.3565,
126,seattle,1,0,osm_nodes,63,0.01375,0.2317,
127,seattle,1,0,osm_nodes,48,0.01627,0.2589,
128,seattle,1,0,osm_nodes,44,0.016148,0.226,
129,seattle,1,0,osm_nodes,57,0.01552,0.174,
130,seattle,1,0,osm_nodes,24,0.01322,0.2638,
131,seattle,1,0,osm_nodes,12,0.006286,0.2125,
132,seattle,1,1,osm_nodes,49,0.014722,0.0517,
133,seattle,1,1,osm_nodes,47,0.014547,0.0123,
134,seattle,0,0,osm_nodes,61,0.014636,0.1569,
135,seattle,1,0,osm_nodes,63,0.014271,0.1912,
136,seattle,1,0,osm_nodes,53,0.021943,0.2408,
137,seattle,1,0,osm_nodes,41,0.01183,0.1885,
138,seattle,1,0,osm_nodes,44,0.021495,0.1479,
139,seattle,1,0,osm_nodes,28,0.006726,0.254,
140,seattle,1,0,osm_nodes,23,0.00737,0.2281,
141,seattle,1,1,osm_nodes,33,0.007986,0.1309,
142,seattle,1,1,osm_nodes,45,0.010221,0.1199,
143,seattle,1,1,osm_nodes,83,0.015451,0.1868,
144,seattle,1,1,osm_nodes,84,0.01598,0.1968,
145,seattle,1,0,osm_nodes,138,0.029281,0.4114,
146,seattle,1,1,osm_nodes,91,0.021771,0.1618,
147,seattle,1,1,osm_nodes,95,0.023272,0.217,
148,seattle,1,0,osm_nodes,146,0.030755,0.332,
149,seattle,1,1,osm_nodes,93,0.022298,0.1939,
150,seattle,1,1,osm_nodes,89,0.021175,0.1364,
151,seattle,1,0,osm_nodes,84,0.021107,0.1483,
152,seattle,1,1,osm_nodes,134,0.023981,0.3592,
153,seattle,1,1,osm_nodes,144,0.028776,0.2486,
154,seattle,1,1,osm_nodes,140,0.026624,0.1879,
155,seattle,1,1,osm_nodes,118,0.021009,0.2545,
156,seattle,1,1,osm_nodes,105,0.023795,0.3947,
157,seattle,1,0,osm_nodes,135,0.027439,0.275,
158,seattle,1,1,osm_nodes,101,0.018235,0.1943,
159,seattle,1,1,osm_nodes,128,0.026748,0.3215,
160,seattle,1,1,osm_nodes,101,0.020171,0.1638,
161,seattle,1,1,osm_nodes,128,0.026434,0.3776,
162,seattle,0,0,osm_nodes,15,0.001512,0.12,
163,seattle,1,0,osm_nodes,57,0.015984,0.1871,
164,seattle,1,0,osm_nodes,68,0.019183,0.1282,
165,seattle,0,0,osm_nodes,53,0.012968,0.1967,
166,seattle,0,1,osm_nodes,67,0.016803,0.192,
167,seattle,0,0,osm_nodes,42,0.008837,0.2381,
168,seattle,1,1,osm_nodes,53,0.018166,0.3259,
169,seattle,1,1,osm_nodes,52,0.017977,0.3137,
170,seattle,1,1,osm_nodes,48,0.015394,0.2775,
171,seattle,1,1,osm_nodes,47,0.013043,0.1944,
172,seattle,1,0,osm_nodes,53,0.012207,0.2237,
173,seattle,1,0,osm_nodes,26,0.009537,0.1567,
174,seattle,0,0,osm_nodes,15,0.000686,0.1673,
175,seattle,1,0,osm_nodes,25,0.006737,0.1921,
176,seattle,1,0,osm_nodes,6,0.006787,0.1725,
177,seattle,1,0,osm_nodes,29,0.006888,0.1606,
178,seattle,1,0,osm_nodes,25,0.007837,0.1763,
179,seattle,1,0,osm_nodes,29,0.008859,0.1796,
180,seattle,1,0,osm_nodes,16,0.011676,0.1822,
181,seattle,1,0,osm_nodes,26,0.014908,0.1005,
182,seattle,1,0,osm_nodes,21,0.014498,0.0893,
183,seattle,1,0,osm_nodes,21,0.012162,0.1192,
184,seattle,1,0,osm_nodes,57,0.015545,0.4521,
185,seattle,1,0,osm_nodes,52,0.010395,0.436,
186,seattle,1,1,osm_nodes,39,0.008502,0.2075,
187,seattle,1,0,osm_nodes,12,0.003063,0.1843,
188,seattle,0,0,osm_nodes,13,0.004279,0.1518,
189,seattle,1,0,osm_nodes,7,0.003244,0.1664,
190,seattle,1,0,osm_nodes,12,0.003165,0.1797,
191,seattle,1,0,osm_nodes,13,0.003067,0.1774,
192,seattle,1,1,osm_nodes,41,0.008106,0.1919,
193,seattle,1,0,osm_nodes,44,0.007848,0.2023,
194,seattle,0,0,osm_nodes,31,0.005595,0.2301,
195,seattle,0,0,osm_nodes,35,0.006178,0.24,
196,seattle,1,0,osm_nodes,56,0.013146,0.0739,
197,seattle,1,0,osm_nodes,60,0.012583,0.1818,
198,seattle,1,0,osm_nodes,6,0.006393,0.1656,
199,seattle,1,0,osm_nodes,13,0.003175,0.1594,
200,seattle,0,0,osm_nodes,5,2.2e-05,0.1385,
201,seattle,0,0,osm_nodes,6,0.0,0.166,
202,seattle,0,0,osm_nodes,14,0.0,0.1918,
203,seattle,1,0,osm_nodes,21,0.007797,0.0817,
204,seattle,1,0,osm_nodes,22,0.008779,0.1497,
205,seattle,1,0,osm_nodes,60,0.014783,0.1689,
206,seattle,1,0,osm_nodes,14,0.006978,0.1614,
207,seattle,1,0,osm_nodes,12,0.007011,0.1635,
208,seattle,1,0,osm_nodes,58,0.01582,0.1488,
209,seattle,1,0,osm_nodes,65,0.0166,0.1863,
210,seattle,1,0,osm_nodes,64,0.016907,0.1489,
211,seattle,1,0,osm_nodes,63,0.016101,0.1887,
212,seattle,1,0,osm_nodes,20,0.00725,0.1346,
213,seattle,1,0,osm_nodes,12,0.006821,0.0879,
214,seattle,1,0,osm_nodes,12,0.006821,0.095,
215,seattle,1,0,osm_nodes,17,0.007006,0.1262,
216,seattle,1,0,osm_nodes,12,0.006995,0.1904,
217,seattle,1,0,osm_nodes,34,0.011844,0.1434,
218,seattle,1,0,osm_nodes,62,0.016249,0.2262,
219,seattle,1,0,osm_nodes,62,0.016095,0.2377,
220,seattle,1,0,osm_nodes,45,0.010806,0.1725,
221,seattle,1,0,osm_nodes,53,0.014528,0.2133,
222,seattle,1,0,osm_nodes,60,0.015339,0.2739,
223,seattle,1,0,osm_nodes,26,0.013977,0.2827,
224,seattle,1,0,osm_nodes,27,0.013387,0.2085,
225,seattle,0,0,osm_nodes,5,0.000225,0.1921,
226,seattle,1,0,osm_nodes,18,0.00892,0.2316,
227,seattle,1,0,osm_nodes,18,0.008931,0.2248,
228,seattle,0,0,osm_nodes,8,0.000981,0.1155,
229,seattle,0,0,osm_nodes,7,0.000893,0.0792,
230,seattle,1,0,osm_nodes,11,0.008001,0.1385,
231,seattle,0,0,osm_nodes,6,0.000674,0.1121,
232,seattle,0,0,osm_nodes,7,0.0,0.1953,
233,seattle,1,0,osm_nodes,9,0.01188,0.1549,
234,seattle,0,0,osm_nodes,9,0.0,0.1937,
235,seattle,0,0,osm_nodes,7,0.0,0.1825,
236,seattle,1,0,osm_nodes,54,0.012902,0.1274,
237,seattle,1,1,osm_nodes,12,0.008915,0.0912,
238,seattle,1,1,osm_nodes,12,0.008792,0.0889,
239,seattle,0,0,osm_nodes,7,0.0,0.2058,
240,seattle,1,0,osm_nodes,57,0.013094,0.071,
241,seattle,1,0,osm_nodes,53,0.012962,0.1223,
242,seattle,1,0,osm_nodes,4,0.003181,0.2056,
243,seattle,1,0,osm_nodes,52,0.013166,0.1802,
244,seattle,0,0,osm_nodes,6,0.0,0.1929,
245,seattle,0,0,osm_nodes,5,0.0,0.1354,
246,seattle,0,0,osm_nodes,38,0.007656,0.1775,
247,seattle,1,0,osm_nodes,39,0.008484,0.1312,
248,seattle,0,0,osm_nodes,36,0.008409,0.0807,
249,seattle,1,0,osm_nodes,12,0.008362,0.1214,
250,seattle,1,0,osm_nodes,41,0.008407,0.1045,
251,seattle,1,0,osm_nodes,49,0.008778,0.0936,
252,seattle,1,0,osm_nodes,53,0.009388,0.1365,
253,seattle,1,0,osm_nodes,14,0.008387,0.1829,
254,seattle,0,0,osm_nodes,11,0.0,0.2048,
255,seattle,0,0,osm_nodes,9,0.000161,0.1935,
256,seattle,1,0,osm_nodes,13,0.008642,0.2085,
257,seattle,1,1,osm_nodes,64,0.010447,0.2062,
258,seattle,1,0,osm_nodes,16,0.008469,0.2205,
259,seattle,1,1,osm_nodes,71,0.011292,0.1212,
260,seattle,1,0,osm_nodes,66,0.010454,0.1265,
261,seattle,1,0,osm_nodes,43,0.006187,0.2934,
262,seattle,1,1,osm_nodes,67,0.011431,0.225,
263,seattle,1,0,osm_nodes,11,0.009151,0.2034,
264,seattle,0,0,osm_nodes,42,0.007727,0.1503,
265,seattle,1,0,osm_nodes,45,0.00625,0.2212,
266,seattle,1,0,osm_nodes,43,0.00632,0.2493,
267,seattle,1,0,osm_nodes,14,0.010128,0.2112,
268,seattle,1,0,osm_nodes,14,0.010898,0.224,
269,seattle,1,0,osm_nodes,44,0.011967,0.2834,
270,seattle,1,0,osm_nodes,61,0.01552,0.1248,
271,seattle,1,0,osm_nodes,45,0.016473,0.3127,
272,seattle,1,0,osm_nodes,31,0.012657,0.3465,
273,seattle,1,0,osm_nodes,56,0.016483,0.1996,
274,seattle,0,0,osm_nodes,16,0.001867,0.2089,
275,seattle,1,0,osm_nodes,62,0.02323,0.3396,
276,seattle,1,0,osm_nodes,62,0.02337,0.3214,
