point_id,metro,stops_400m,trips_per_hr_400m,stops_800m,trips_per_hr_800m
PGH_1187,Pittsburgh,20,53.312,81,436.625
PGH_1188,Pittsburgh,25,129.062,83,433.938
PGH_1189,Pittsburgh,16,44.938,82,450.125
PGH_1190,Pittsburgh,27,133.062,83,431.375
PGH_1191,Pittsburgh,11,80.75,71,368.75
PGH_1192,Pittsburgh,12,84.062,72,372.062
PGH_1193,Pittsburgh,12,84.062,71,368.75
PGH_1194,Pittsburgh,21,74.0,88,487.062
PGH_1195,Pittsburgh,23,83.688,88,487.062
PGH_1196,Pittsburgh,14,109.125,74,369.562
PGH_1197,Pittsburgh,14,109.125,76,379.625
PGH_1198,Pittsburgh,14,109.125,72,363.875
PGH_1199,Pittsburgh,23,95.625,92,519.125
PGH_1200,Pittsburgh,23,95.625,96,556.375
PGH_1201,Pittsburgh,23,95.625,94,526.375
PGH_1202,Pittsburgh,10,108.812,77,435.562
PGH_1203,Pittsburgh,23,95.625,95,553.625
PGH_1204,Pittsburgh,9,103.938,77,421.062
PGH_1205,Pittsburgh,9,103.938,76,418.0
PGH_1206,Pittsburgh,32,176.188,74,339.188
PGH_1207,Pittsburgh,32,176.188,73,337.312
PGH_1208,Pittsburgh,23,95.875,94,517.938
PGH_1209,Pittsburgh,23,97.188,94,528.938
PGH_1210,Pittsburgh,32,176.188,74,339.562
PGH_1211,Pittsburgh,30,170.75,77,361.188
PGH_1212,Pittsburgh,13,123.312,78,421.375
PGH_1213,Pittsburgh,32,176.188,77,362.125
PGH_1214,Pittsburgh,27,156.625,81,376.938
PGH_1215,Pittsburgh,31,173.5,76,359.375
PGH_1216,Pittsburgh,14,125.0,79,424.5
PGH_1217,Pittsburgh,24,102.375,93,509.25
PGH_1218,Pittsburgh,22,94.312,95,514.25
PGH_1219,Pittsburgh,20,72.812,95,561.312
PGH_1220,Pittsburgh,14,125.0,78,421.375
PGH_1221,Pittsburgh,27,156.625,82,384.375
PGH_1222,Pittsburgh,28,171.0,75,362.5
PGH_1223,Pittsburgh,25,106.062,93,514.812
PGH_1224,Pittsburgh,20,72.812,95,561.312
PGH_1225,Pittsburgh,24,105.75,93,503.312
PGH_1226,Pittsburgh,26,147.0,85,392.312
PGH_1227,Pittsburgh,20,72.812,95,561.312
PGH_1228,Pittsburgh,23,99.625,94,517.062
PGH_1229,Pittsburgh,20,72.812,94,559.438
PGH_1230,Pittsburgh,20,72.812,94,559.438
PGH_1231,Pittsburgh,24,146.75,76,363.875
PGH_1232,Pittsburgh,15,134.0,82,428.375
PGH_1233,Pittsburgh,15,134.0,81,421.375
PGH_1234,Pittsburgh,26,120.812,97,525.875
PGH_1235,Pittsburgh,15,134.0,80,420.688
PGH_1236,Pittsburgh,15,134.0,81,421.375
PGH_1237,Pittsburgh,16,135.875,82,421.688
PGH_1238,Pittsburgh,16,135.875,80,422.875
PGH_1239,Pittsburgh,16,135.875,81,426.062
PGH_1240,Pittsburgh,16,135.875,82,429.125
PGH_1241,Pittsburgh,23,149.438,77,377.375
PGH_1242,Pittsburgh,22,94.0,91,508.062
PGH_1243,Pittsburgh,28,161.75,91,412.0
PGH_1244,Pittsburgh,25,105.125,89,513.25
PGH_1245,Pittsburgh,27,148.375,92,419.062
PGH_1246,Pittsburgh,27,159.062,91,410.625
PGH_1247,Pittsburgh,25,107.188,92,530.562
PGH_1248,Pittsburgh,25,107.188,92,530.562
PGH_1249,Pittsburgh,25,107.188,92,530.562
PGH_1250,Pittsburgh,26,145.688,95,428.188
PGH_1251,Pittsburgh,24,151.75,92,416.625
PGH_1252,Pittsburgh,26,147.0,95,443.188
PGH_1253,Pittsburgh,26,147.0,95,431.938
PGH_1254,Pittsburgh,25,106.75,92,530.562
PGH_1255,Pittsburgh,26,119.125,89,513.25
PGH_1256,Pittsburgh,25,144.312,95,443.188
PGH_1257,Pittsburgh,25,143.812,95,428.188
PGH_1258,Pittsburgh,24,112.688,88,503.25
PGH_1259,Pittsburgh,24,142.438,99,454.188
PGH_1260,Pittsburgh,22,97.25,90,498.25
PGH_1261,Pittsburgh,26,157.375,95,451.5
PGH_1262,Pittsburgh,24,142.438,97,446.75
PGH_1263,Pittsburgh,26,132.875,88,501.938
PGH_1264,Pittsburgh,25,132.25,89,509.75
PGH_1265,Pittsburgh,27,148.312,84,482.062
PGH_1266,Pittsburgh,27,148.312,83,475.25
PGH_1267,Pittsburgh,27,167.625,97,442.188
PGH_1268,Pittsburgh,23,114.688,89,498.312
PGH_1269,Pittsburgh,26,134.938,85,489.062
PGH_1270,Pittsburgh,27,151.625,86,496.25
PGH_1271,Pittsburgh,27,151.625,85,487.438
PGH_1272,Pittsburgh,27,151.625,85,487.438
PGH_1273,Pittsburgh,26,136.75,83,485.438
PGH_1274,Pittsburgh,25,131.812,88,496.438
PGH_1275,Pittsburgh,27,151.625,84,480.625
PGH_1276,Pittsburgh,27,151.625,84,480.625
PGH_1277,Pittsburgh,27,151.625,84,480.625
PGH_1278,Pittsburgh,24,121.25,86,490.438
PGH_1279,Pittsburgh,25,136.125,87,506.875
PGH_1280,Pittsburgh,27,150.5,84,482.0
PGH_1281,Pittsburgh,28,154.875,84,482.0
PGH_1282,Pittsburgh,28,154.875,83,479.75
PGH_1283,Pittsburgh,30,176.188,83,494.312
PGH_1284,Pittsburgh,28,158.188,83,479.75
PGH_1285,Pittsburgh,28,158.188,84,484.5
PGH_1286,Pittsburgh,31,189.938,84,511.062
PGH_1287,Pittsburgh,30,176.188,83,494.312
PGH_1288,Pittsburgh,31,189.938,86,516.5
PGH_1289,Pittsburgh,30,176.188,83,493.438
PGH_1290,Pittsburgh,31,189.938,84,509.5
PGH_1291,Pittsburgh,31,189.938,85,509.688
PGH_1292,Pittsburgh,28,158.188,84,484.5
PGH_1293,Pittsburgh,31,189.938,82,505.0
PGH_1294,Pittsburgh,31,189.938,83,508.125
PGH_1295,Pittsburgh,32,196.5,85,514.562
PGH_1296,Pittsburgh,26,162.25,85,408.938
PGH_1297,Pittsburgh,25,148.5,83,400.062
PGH_1298,Pittsburgh,25,148.5,82,396.812
PGH_1299,Pittsburgh,22,149.938,86,422.438
PGH_1300,Pittsburgh,26,150.438,82,396.812
PGH_1301,Pittsburgh,25,160.875,86,422.438
PGH_1302,Pittsburgh,26,150.438,82,396.812
PGH_1303,Pittsburgh,31,175.688,90,505.688
PGH_1304,Pittsburgh,31,175.688,91,506.562
PGH_1305,Pittsburgh,31,175.688,89,501.562
PGH_1306,Pittsburgh,25,178.938,81,465.375
PGH_1307,Pittsburgh,21,157.438,79,446.125
PGH_1308,Pittsburgh,25,178.938,80,457.562
PGH_1309,Pittsburgh,22,164.5,78,442.25
PGH_1310,Pittsburgh,22,164.5,79,449.562
PGH_1311,Pittsburgh,28,163.938,87,428.0
PGH_1312,Pittsburgh,27,160.875,87,428.0
PGH_1313,Pittsburgh,22,164.5,80,451.625
PGH_1314,Pittsburgh,21,157.438,80,451.625
PGH_1315,Pittsburgh,27,137.0,85,408.812
PGH_1316,Pittsburgh,24,175.75,78,442.938
PGH_1317,Pittsburgh,31,185.188,90,518.938
PGH_1318,Pittsburgh,24,175.75,78,442.938
PGH_1319,Pittsburgh,28,138.375,84,403.875
PGH_1320,Pittsburgh,28,162.25,85,418.0
PGH_1321,Pittsburgh,27,148.5,84,413.125
PGH_1322,Pittsburgh,31,194.062,88,506.562
PGH_1323,Pittsburgh,28,196.875,84,479.688
PGH_1324,Pittsburgh,28,138.375,84,413.0
PGH_1325,Pittsburgh,28,196.875,86,483.062
PGH_1326,Pittsburgh,21,183.188,75,406.938
PGH_1327,Pittsburgh,27,135.312,85,417.75
PGH_1328,Pittsburgh,23,187.0,79,419.312
PGH_1329,Pittsburgh,28,196.875,83,473.062
PGH_1330,Pittsburgh,21,157.438,82,460.812
PGH_1331,Pittsburgh,28,196.875,84,478.25
PGH_1332,Pittsburgh,28,196.875,84,477.875
PGH_1333,Pittsburgh,22,185.125,76,411.938
PGH_1334,Pittsburgh,21,157.438,81,450.562
PGH_1335,Pittsburgh,23,170.938,81,459.125
PGH_1336,Pittsburgh,21,183.188,76,411.938
PGH_1337,Pittsburgh,23,170.938,81,459.125
PGH_1338,Pittsburgh,23,187.0,81,425.688
PGH_1339,Pittsburgh,20,155.188,83,457.5
PGH_1340,Pittsburgh,23,187.0,81,425.688
PGH_1341,Pittsburgh,30,194.562,89,497.875
PGH_1342,Pittsburgh,23,170.938,82,460.562
PGH_1343,Pittsburgh,29,191.875,88,494.625
PGH_1344,Pittsburgh,22,164.5,82,460.562
PGH_1345,Pittsburgh,21,168.688,80,422.625
PGH_1346,Pittsburgh,21,168.688,77,413.375
PGH_1347,Pittsburgh,29,180.812,88,496.0
PGH_1348,Pittsburgh,29,180.812,88,496.0
PGH_1349,Pittsburgh,28,178.125,88,499.438
PGH_1350,Pittsburgh,25,182.312,86,483.062
PGH_1351,Pittsburgh,28,178.125,88,499.438
PGH_1352,Pittsburgh,25,182.312,86,484.875
PGH_1353,Pittsburgh,19,152.0,81,440.125
PGH_1354,Pittsburgh,19,152.0,82,445.625
PGH_1355,Pittsburgh,26,187.188,85,483.188
PGH_1356,Pittsburgh,28,178.125,88,500.25
PGH_1357,Pittsburgh,28,178.125,88,500.25
PGH_1358,Pittsburgh,25,182.312,86,483.062
PGH_1359,Pittsburgh,25,182.312,86,483.062
PGH_1360,Pittsburgh,20,155.188,83,461.938
PGH_1361,Pittsburgh,30,185.688,85,472.5
PGH_1362,Pittsburgh,25,182.312,85,483.875
PGH_1363,Pittsburgh,20,155.188,85,468.375
PGH_1364,Pittsburgh,29,180.812,85,473.25
PGH_1365,Pittsburgh,25,182.312,85,480.812
PGH_1366,Pittsburgh,18,148.75,82,445.625
PGH_1367,Pittsburgh,29,172.188,85,472.5
PGH_1368,Pittsburgh,29,172.188,86,477.688
PGH_1369,Pittsburgh,19,152.062,82,445.625
PGH_1370,Pittsburgh,19,152.0,86,472.375
PGH_1371,Pittsburgh,20,155.312,85,462.125
PGH_1372,Pittsburgh,28,178.125,86,464.0
PGH_1373,Pittsburgh,28,178.125,85,457.438
PGH_1374,Pittsburgh,27,164.625,88,484.688
PGH_1375,Pittsburgh,27,164.625,87,469.562
PGH_1376,Pittsburgh,27,163.5,87,476.312
PGH_1377,Pittsburgh,28,169.062,86,465.75
PGH_1378,Pittsburgh,30,189.375,86,460.188
PGH_1379,Pittsburgh,30,189.375,86,460.188
PGH_1380,Pittsburgh,27,164.188,86,468.812
PGH_1381,Pittsburgh,27,164.188,85,465.625
PGH_1382,Pittsburgh,27,171.062,84,448.5
PGH_1383,Pittsburgh,27,171.062,84,448.5
PGH_1384,Pittsburgh,28,183.562,90,462.062
PGH_1385,Pittsburgh,27,178.75,90,462.062
PGH_1386,Pittsburgh,28,184.312,91,463.375
PGH_1387,Pittsburgh,23,132.25,98,455.688
PGH_1388,Pittsburgh,24,137.812,95,440.188
PGH_1389,Pittsburgh,11,34.875,34,114.688
PGH_1390,Pittsburgh,11,34.875,33,116.812
PGH_1391,Pittsburgh,14,79.688,70,325.875
PGH_1392,Pittsburgh,13,71.625,68,316.062
PGH_1393,Pittsburgh,14,79.688,71,330.75
PGH_1394,Pittsburgh,14,92.25,71,328.375
PGH_1395,Pittsburgh,14,92.25,73,338.125
PGH_1396,Pittsburgh,14,92.25,71,328.375
PGH_1397,Pittsburgh,14,92.25,75,346.125
PGH_1398,Pittsburgh,14,92.25,73,338.125
PGH_1399,Pittsburgh,14,92.25,77,352.75
PGH_1400,Pittsburgh,13,88.938,75,344.688
PGH_1401,Pittsburgh,10,50.438,62,266.125
PGH_1402,Pittsburgh,10,50.438,61,262.188
PGH_1403,Pittsburgh,10,50.438,61,262.188
PGH_1404,Pittsburgh,8,44.562,61,265.562
PGH_1405,Pittsburgh,10,50.438,60,259.625
PGH_1406,Pittsburgh,7,41.312,55,239.312
PGH_1407,Pittsburgh,7,41.312,55,239.312
PGH_1408,Pittsburgh,7,41.312,55,239.312
PGH_1409,Pittsburgh,7,41.312,56,240.75
PGH_1410,Pittsburgh,7,41.312,55,239.312
PGH_1411,Pittsburgh,7,41.312,56,240.75
PGH_1412,Pittsburgh,17,69.312,53,190.125
PGH_1413,Pittsburgh,20,86.188,56,198.688
PGH_1414,Pittsburgh,19,80.25,53,190.125
PGH_1415,Pittsburgh,19,80.25,54,192.75
PGH_1416,Pittsburgh,19,80.25,54,192.75
PGH_1417,Pittsburgh,4,23.562,76,305.875
PGH_1418,Pittsburgh,18,74.312,49,179.438
PGH_1419,Pittsburgh,18,74.312,50,182.5
PGH_1420,Pittsburgh,18,74.312,50,182.5
PGH_1421,Pittsburgh,16,71.5,55,196.188
PGH_1422,Pittsburgh,6,18.938,80,317.188
PGH_1423,Pittsburgh,6,18.938,80,316.938
PGH_1424,Pittsburgh,20,86.188,58,200.625
PGH_1425,Pittsburgh,20,86.188,59,203.688
PGH_1426,Pittsburgh,20,86.188,61,208.188
PGH_1427,Pittsburgh,20,86.188,61,208.188
PGH_1428,Pittsburgh,20,86.188,61,208.188
PGH_1429,Pittsburgh,20,86.188,61,208.188
PGH_1430,Pittsburgh,18,74.312,67,219.125
PGH_1431,Pittsburgh,18,74.312,68,222.188
PGH_1432,Pittsburgh,18,74.312,68,222.188
PGH_1433,Pittsburgh,17,72.938,68,222.188
PGH_1434,Pittsburgh,17,72.938,70,228.312
PGH_1435,Pittsburgh,17,72.938,70,228.312
PGH_1436,Pittsburgh,16,71.5,73,236.0
PGH_1437,Pittsburgh,8,35.625,79,269.375
PGH_1438,Pittsburgh,8,35.625,79,269.375
PGH_1439,Pittsburgh,8,35.625,80,270.75
PGH_1440,Pittsburgh,8,35.625,79,269.375
PGH_1441,Pittsburgh,9,38.812,83,278.438
PGH_1442,Pittsburgh,9,38.812,81,273.812
PGH_1443,Pittsburgh,10,36.688,79,272.875
PGH_1444,Pittsburgh,11,39.875,75,262.312
PGH_1445,Pittsburgh,12,43.0,79,272.875
PGH_1446,Pittsburgh,12,43.0,79,274.5
PGH_1447,Pittsburgh,12,43.0,78,271.625
PGH_1448,Pittsburgh,15,81.25,70,302.5
PGH_1449,Pittsburgh,15,81.25,70,302.5
PGH_1450,Pittsburgh,15,52.5,81,270.75
PGH_1451,Pittsburgh,15,81.25,73,313.75
PGH_1452,Pittsburgh,16,55.688,80,269.375
PGH_1453,Pittsburgh,15,52.312,80,258.625
PGH_1454,Pittsburgh,15,81.25,70,308.0
PGH_1455,Pittsburgh,15,81.25,73,313.75
PGH_1456,Pittsburgh,15,81.25,71,312.0
PGH_1457,Pittsburgh,15,81.25,71,312.0
PGH_1458,Pittsburgh,15,52.312,82,271.188
PGH_1459,Pittsburgh,15,52.312,82,271.188
PGH_1460,Pittsburgh,18,59.125,82,273.812
PGH_1461,Pittsburgh,16,81.562,73,316.188
PGH_1462,Pittsburgh,12,34.75,83,271.188
PGH_1463,Pittsburgh,21,91.5,74,315.562
PGH_1464,Pittsburgh,13,35.062,83,271.188
PGH_1465,Pittsburgh,13,35.062,82,275.938
PGH_1466,Pittsburgh,14,38.125,82,269.75
PGH_1467,Pittsburgh,14,38.125,84,280.438
PGH_1468,Pittsburgh,21,91.5,74,317.375
PGH_1469,Pittsburgh,21,91.5,75,319.5
PGH_1470,Pittsburgh,16,93.875,66,314.875
PGH_1471,Pittsburgh,21,89.75,74,315.438
PGH_1472,Pittsburgh,29,86.438,66,192.25
PGH_1473,Pittsburgh,30,87.875,67,195.375
PGH_1474,Pittsburgh,15,41.188,85,285.25
PGH_1475,Pittsburgh,15,41.188,86,286.625
PGH_1476,Pittsburgh,15,41.188,86,286.625
PGH_1477,Pittsburgh,30,87.875,63,174.438
PGH_1478,Pittsburgh,30,87.875,63,174.438
PGH_1479,Pittsburgh,29,84.688,64,177.562
PGH_1480,Pittsburgh,24,90.188,75,318.5
PGH_1481,Pittsburgh,24,90.188,74,315.438
PGH_1482,Pittsburgh,25,93.25,77,326.375
PGH_1483,Pittsburgh,25,85.938,77,326.375
PGH_1484,Pittsburgh,29,84.688,62,168.438
PGH_1485,Pittsburgh,29,84.688,64,174.625
PGH_1486,Pittsburgh,20,107.688,71,340.125
PGH_1487,Pittsburgh,20,107.688,71,340.125
PGH_1488,Pittsburgh,19,50.688,85,280.125
PGH_1489,Pittsburgh,19,50.688,85,280.125
PGH_1490,Pittsburgh,19,50.688,85,280.125
PGH_1491,Pittsburgh,21,54.062,85,280.125
PGH_1492,Pittsburgh,21,54.062,85,280.125
PGH_1493,Pittsburgh,22,57.125,85,280.125
PGH_1494,Pittsburgh,21,54.062,86,284.125
PGH_1495,Pittsburgh,20,107.688,71,340.125
PGH_1496,Pittsburgh,27,91.562,76,324.438
PGH_1497,Pittsburgh,24,57.5,63,169.875
PGH_1498,Pittsburgh,24,57.5,64,172.938
PGH_1499,Pittsburgh,27,84.812,78,316.5
PGH_1500,Pittsburgh,26,81.688,78,316.5
PGH_1501,Pittsburgh,27,84.812,78,303.25
PGH_1502,Pittsburgh,27,84.812,77,300.062
PGH_1503,Pittsburgh,26,81.688,78,316.5
PGH_1504,Pittsburgh,27,84.812,78,316.5
PGH_1505,Pittsburgh,28,88.812,78,304.062
PGH_1506,Pittsburgh,29,92.688,77,298.125
PGH_1507,Pittsburgh,28,83.75,77,296.062
PGH_1508,Pittsburgh,28,83.75,78,299.25
PGH_1509,Pittsburgh,32,98.688,77,296.062
PGH_1510,Pittsburgh,32,98.688,77,296.062
PGH_1511,Pittsburgh,31,102.0,77,328.688
PGH_1512,Pittsburgh,34,105.625,77,294.312
PGH_1513,Pittsburgh,34,105.625,77,294.312
PGH_1514,Pittsburgh,34,105.625,78,297.375
PGH_1515,Pittsburgh,34,124.188,74,324.938
PGH_1516,Pittsburgh,35,131.125,75,328.812
PGH_1517,Pittsburgh,35,131.125,74,324.938
PGH_1518,Pittsburgh,34,105.625,75,288.5
PGH_1519,Pittsburgh,33,102.562,75,288.5
PGH_1520,Pittsburgh,34,105.625,75,288.5
PGH_1521,Pittsburgh,32,99.438,75,288.5
PGH_1522,Pittsburgh,35,108.688,75,289.875
PGH_1523,Pittsburgh,32,99.438,74,285.875
PGH_1524,Pittsburgh,33,102.562,75,289.875
PGH_1525,Pittsburgh,30,85.375,77,289.438
PGH_1526,Pittsburgh,32,93.25,76,286.312
PGH_1527,Pittsburgh,29,80.938,78,292.5
PGH_1528,Pittsburgh,34,99.5,76,293.75
PGH_1529,Pittsburgh,32,93.25,76,286.312
PGH_1530,Pittsburgh,32,93.312,76,293.75
PGH_1531,Pittsburgh,32,93.25,77,295.125
PGH_1532,Pittsburgh,32,93.25,77,295.125
PGH_1533,Pittsburgh,31,90.25,75,289.875
PGH_1534,Pittsburgh,33,96.312,75,288.875
PGH_1535,Pittsburgh,33,96.312,75,288.875
PGH_1536,Pittsburgh,30,87.062,75,289.875
PGH_1537,Pittsburgh,33,96.375,74,285.562
PGH_1538,Pittsburgh,31,88.812,74,279.688
PGH_1539,Pittsburgh,30,87.062,74,287.125
PGH_1540,Pittsburgh,32,93.188,73,282.25
PGH_1541,Pittsburgh,32,141.375,78,346.125
PGH_1542,Pittsburgh,29,83.875,73,282.25
PGH_1543,Pittsburgh,32,141.375,77,337.938
PGH_1544,Pittsburgh,32,141.375,78,346.125
PGH_1545,Pittsburgh,26,147.188,82,380.375
PGH_1546,Pittsburgh,26,147.188,81,366.625
PGH_1547,Pittsburgh,26,147.188,82,380.375
PGH_1548,Pittsburgh,34,114.938,83,344.312
PGH_1549,Pittsburgh,34,114.938,83,344.312
PGH_1550,Pittsburgh,34,114.938,82,341.25
PGH_1551,Pittsburgh,33,107.25,84,348.312
PGH_1552,Pittsburgh,30,98.625,81,337.938
PGH_1553,Pittsburgh,33,107.25,83,345.0
PGH_1554,Pittsburgh,27,99.75,81,348.125
PGH_1555,Pittsburgh,26,99.438,81,348.125
PGH_1556,Pittsburgh,29,79.688,69,238.75
PGH_1557,Pittsburgh,26,99.438,81,348.125
PGH_1558,Pittsburgh,25,104.875,83,370.0
PGH_1559,Pittsburgh,25,104.875,83,370.0
PGH_1560,Pittsburgh,25,104.875,83,370.0
PGH_1561,Pittsburgh,24,100.688,83,380.688
PGH_1562,Pittsburgh,24,101.812,81,362.0
PGH_1563,Pittsburgh,24,100.688,81,362.0
PGH_1564,Pittsburgh,24,100.688,81,362.0
PGH_1565,Pittsburgh,19,62.375,73,196.875
PGH_1566,Pittsburgh,22,65.125,76,230.438
PGH_1567,Pittsburgh,22,65.125,75,229.062
PGH_1568,Pittsburgh,22,65.125,76,230.5
PGH_1569,Pittsburgh,21,62.062,78,233.812
PGH_1570,Pittsburgh,20,59.0,78,233.812
PGH_1571,Pittsburgh,21,62.062,78,233.25
PGH_1572,Pittsburgh,21,63.0,79,241.562
PGH_1573,Pittsburgh,19,56.875,78,238.375
PGH_1574,Pittsburgh,19,56.75,78,240.125
PGH_1575,Pittsburgh,29,92.875,71,301.375
PGH_1576,Pittsburgh,13,40.312,73,207.75
PGH_1577,Pittsburgh,14,47.875,73,194.312
PGH_1578,Pittsburgh,29,92.875,70,298.312
PGH_1579,Pittsburgh,29,92.875,71,301.375
PGH_1580,Pittsburgh,29,92.875,69,294.125
PGH_1581,Pittsburgh,29,92.875,68,285.938
PGH_1582,Pittsburgh,13,47.625,77,199.75
PGH_1583,Pittsburgh,13,47.625,72,180.062
PGH_1584,Pittsburgh,13,47.562,65,178.188
PGH_1585,Pittsburgh,13,47.625,60,157.938
PGH_1586,Pittsburgh,18,110.188,80,387.188
PGH_1587,Pittsburgh,17,104.312,80,385.0
PGH_1588,Pittsburgh,15,94.812,75,351.0
PGH_1589,Pittsburgh,14,91.5,75,351.0
PGH_1590,Pittsburgh,6,18.938,81,322.062
PGH_1591,Pittsburgh,6,18.938,83,326.312
PGH_1592,Pittsburgh,6,18.938,81,319.0
PGH_1593,Pittsburgh,7,22.125,81,319.0
PGH_1594,Pittsburgh,8,25.25,79,306.875
PGH_1595,Pittsburgh,10,31.562,78,298.938
PGH_1596,Pittsburgh,10,31.562,79,302.0
PGH_1597,Pittsburgh,10,31.562,79,302.0
PGH_1598,Pittsburgh,9,25.125,52,103.438
PGH_1599,Pittsburgh,9,11.75,31,51.125
PGH_1600,Pittsburgh,10,13.0,30,43.875
PGH_1601,Pittsburgh,9,11.75,31,43.125
PGH_1602,Pittsburgh,4,5.0,16,27.312
PGH_1603,Pittsburgh,2,2.5,16,23.25
PGH_1604,Pittsburgh,3,4.188,18,26.562
PGH_1605,Pittsburgh,6,9.125,16,24.062
PGH_1606,Pittsburgh,4,6.625,10,16.562
PGH_1607,Pittsburgh,14,33.562,57,124.438
PGH_1608,Pittsburgh,12,27.0,51,111.0
PGH_1609,Pittsburgh,0,0.0,17,23.188
PGH_1610,Pittsburgh,2,1.625,19,34.25
PGH_1611,Pittsburgh,2,1.625,23,54.375
PGH_1612,Pittsburgh,3,3.062,24,53.812
PGH_1613,Pittsburgh,3,3.062,24,53.812
PGH_1614,Pittsburgh,3,3.062,26,59.938
PGH_1615,Pittsburgh,4,4.5,25,58.375
PGH_1616,Pittsburgh,3,5.75,26,56.75
PGH_1617,Pittsburgh,6,8.188,26,69.188
PGH_1618,Pittsburgh,7,9.062,27,70.75
PGH_1619,Pittsburgh,15,39.25,28,75.5
PGH_1620,Pittsburgh,14,42.188,30,78.812
PGH_1621,Pittsburgh,13,29.812,28,104.875
PGH_1622,Pittsburgh,13,29.812,28,104.875
PGH_1623,Pittsburgh,12,33.125,30,78.562
PGH_1624,Pittsburgh,8,31.625,30,108.188
PGH_1625,Pittsburgh,8,31.625,27,87.375
PGH_1626,Pittsburgh,7,27.562,28,105.875
PGH_1627,Pittsburgh,7,27.562,28,105.875
PGH_1628,Pittsburgh,1,10.812,28,99.938
PGH_1629,Pittsburgh,1,10.812,28,99.938
PGH_1630,Pittsburgh,1,10.812,28,102.562
PGH_1631,Pittsburgh,1,10.812,28,102.562
PGH_1632,Pittsburgh,1,10.812,28,102.562
PGH_1633,Pittsburgh,1,10.812,28,102.562
PGH_1634,Pittsburgh,1,10.812,28,102.562
PGH_1635,Pittsburgh,1,10.812,28,102.375
PGH_1636,Pittsburgh,1,10.812,29,101.188
PGH_1637,Pittsburgh,26,102.688,56,164.562
PGH_1638,Pittsburgh,12,102.562,59,234.75
PGH_1639,Pittsburgh,12,102.562,59,234.75
PGH_1640,Pittsburgh,10,86.938,61,267.938
PGH_1641,Pittsburgh,10,86.938,60,266.438
PGH_1642,Pittsburgh,10,86.938,60,266.438
PGH_1643,Pittsburgh,10,86.938,58,262.125
PGH_1644,Pittsburgh,10,86.938,55,252.312
PGH_1645,Pittsburgh,10,86.938,53,250.312
PGH_1646,Pittsburgh,10,86.938,58,274.0
PGH_1647,Pittsburgh,10,86.938,56,272.0
PGH_1648,Pittsburgh,10,86.938,59,274.0
PGH_1649,Pittsburgh,10,86.938,54,251.75
PGH_1650,Pittsburgh,10,86.938,60,279.5
PGH_1651,Pittsburgh,10,86.938,57,273.0
PGH_1652,Pittsburgh,10,86.938,62,292.5
PGH_1653,Pittsburgh,10,86.938,55,271.0
PGH_1654,Pittsburgh,10,86.938,54,270.0
PGH_1655,Pittsburgh,10,86.938,54,270.0
PGH_1656,Pittsburgh,10,86.938,54,270.0
PGH_1657,Pittsburgh,10,86.938,60,283.688
PGH_1658,Pittsburgh,10,86.938,59,282.688
PGH_1659,Pittsburgh,10,86.938,59,282.688
PGH_1660,Pittsburgh,10,86.938,56,275.188
PGH_1661,Pittsburgh,10,86.938,55,280.0
PGH_1662,Pittsburgh,10,86.938,56,288.938
PGH_1663,Pittsburgh,10,86.938,57,294.438
PGH_1664,Pittsburgh,10,86.938,59,300.188
PGH_1665,Pittsburgh,10,86.938,56,293.438
PGH_1666,Pittsburgh,10,86.938,56,288.938
PGH_1667,Pittsburgh,10,86.938,57,298.188
PGH_1668,Pittsburgh,10,86.938,55,292.438
PGH_1669,Pittsburgh,10,86.938,55,287.938
PGH_1670,Pittsburgh,10,86.938,55,292.438
PGH_1671,Pittsburgh,10,86.938,57,298.188
PGH_1672,Pittsburgh,10,86.938,57,298.188
PGH_1673,Pittsburgh,10,86.938,54,291.438
PGH_1674,Pittsburgh,10,86.938,54,286.938
PGH_1675,Pittsburgh,10,86.938,57,298.188
PGH_1676,Pittsburgh,10,86.938,55,296.188
PGH_1677,Pittsburgh,10,86.938,53,285.938
PGH_1678,Pittsburgh,10,86.938,55,296.188
PGH_1679,Pittsburgh,10,86.938,55,296.188
PGH_1680,Pittsburgh,10,86.938,55,296.188
PGH_1681,Pittsburgh,10,86.938,53,294.188
PGH_1682,Pittsburgh,10,86.938,53,294.188
PGH_1683,Pittsburgh,10,86.938,54,295.812
PGH_1684,Pittsburgh,10,86.938,52,293.188
PGH_1685,Pittsburgh,10,86.938,54,309.312
PGH_1686,Pittsburgh,10,86.938,53,308.312
PGH_1687,Pittsburgh,10,86.938,54,313.562
PGH_1688,Pittsburgh,10,86.938,54,313.562
PGH_1689,Pittsburgh,10,86.938,55,315.188
PGH_1690,Pittsburgh,10,86.938,53,312.562
PGH_1691,Pittsburgh,10,86.938,53,312.562
PGH_1692,Pittsburgh,10,86.938,53,319.0
PGH_1693,Pittsburgh,10,86.938,56,338.0
PGH_1694,Pittsburgh,10,86.938,52,322.188
PGH_1695,Pittsburgh,10,86.938,51,331.125
PGH_1696,Pittsburgh,10,86.938,56,338.0
PGH_1697,Pittsburgh,10,86.938,56,338.0
PGH_1698,Pittsburgh,10,86.938,54,335.5
PGH_1699,Pittsburgh,10,86.938,54,358.25
PGH_1700,Pittsburgh,10,86.938,55,337.0
PGH_1701,Pittsburgh,10,86.938,54,358.25
PGH_1702,Pittsburgh,10,86.938,56,361.188
PGH_1703,Pittsburgh,8,71.25,47,285.312
