point_id,city,heading,sidewalk_present,crosswalk_present
1475,msp,90,1,0
1475,msp,180,1,0
1475,msp,270,1,0
1476,msp,0,1,0
1476,msp,90,1,0
1476,msp,180,1,0
1476,msp,270,1,0
1477,msp,0,1,0
1477,msp,90,1,0
1477,msp,180,1,0
1477,msp,270,1,0
1478,msp,0,1,0
1478,msp,90,1,0
1478,msp,180,1,0
1478,msp,270,1,0
1479,msp,0,1,0
1479,msp,90,1,0
1479,msp,180,1,0
1479,msp,270,1,0
1480,msp,0,1,0
1480,msp,90,1,1
1480,msp,180,1,0
1480,msp,270,1,0
1481,msp,0,1,0
1481,msp,90,1,0
1481,msp,180,1,0
1481,msp,270,1,0
1482,msp,0,1,0
1482,msp,90,1,0
1482,msp,180,1,0
1482,msp,270,1,0
1483,msp,0,1,0
1483,msp,90,1,0
1483,msp,180,1,0
1483,msp,270,1,0
1484,msp,0,1,0
1484,msp,90,1,0
1484,msp,180,1,0
1484,msp,270,1,0
1485,msp,0,1,0
1485,msp,90,1,0
1485,msp,180,1,0
1485,msp,270,1,0
1486,msp,0,1,0
1486,msp,90,1,0
1486,msp,180,1,0
1486,msp,270,1,0
1487,msp,0,1,0
1487,msp,90,1,0
1487,msp,180,1,0
1487,msp,270,0,0
1488,msp,0,1,0
1488,msp,90,1,0
1488,msp,180,1,0
1488,msp,270,1,0
1489,msp,0,1,0
1489,msp,90,1,0
1489,msp,180,1,0
1489,msp,270,1,0
1490,msp,0,1,0
1490,msp,90,1,0
1490,msp,180,1,0
1490,msp,270,1,0
1491,msp,0,1,0
1491,msp,90,1,0
1491,msp,180,1,0
1491,msp,270,1,0
1492,msp,0,1,0
1492,msp,90,1,0
1492,msp,180,1,0
1492,msp,270,1,0
1493,msp,0,1,0
1493,msp,90,1,0
1493,msp,180,1,0
1493,msp,270,1,0
1494,msp,0,1,0
1494,msp,90,1,0
1494,msp,180,1,0
1494,msp,270,1,0
1495,msp,0,1,0
1495,msp,90,1,0
1495,msp,180,1,0
1495,msp,270,1,0
1496,msp,0,1,0
1496,msp,90,1,0
1496,msp,180,1,0
1496,msp,270,1,0
1497,msp,0,1,0
1497,msp,90,1,0
1497,msp,180,1,1
1497,msp,270,1,0
1498,msp,0,1,0
1498,msp,90,1,0
1498,msp,180,1,0
1498,msp,270,1,0
1499,msp,0,1,1
1499,msp,90,1,0
1499,msp,180,1,0
1499,msp,270,1,0
1500,msp,0,1,0
1500,msp,90,1,0
1500,msp,180,1,0
1500,msp,270,1,0
1501,msp,0,0,0
1501,msp,90,1,0
1501,msp,180,1,0
1501,msp,270,0,0
1502,msp,0,1,0
1502,msp,90,1,0
1502,msp,180,1,0
1502,msp,270,1,0
1503,msp,0,0,0
1503,msp,90,1,0
1503,msp,180,1,0
1503,msp,270,0,0
1504,msp,0,1,0
1504,msp,90,1,0
1504,msp,180,1,0
1504,msp,270,1,0
1505,msp,0,1,0
1505,msp,90,1,0
1505,msp,180,1,0
1505,msp,270,1,0
1506,msp,0,1,0
1506,msp,90,1,1
1506,msp,180,1,0
1506,msp,270,1,0
1507,msp,0,0,0
1507,msp,90,0,0
1507,msp,180,0,0
1507,msp,270,0,0
1508,msp,0,1,0
1508,msp,90,1,0
1508,msp,180,1,0
1508,msp,270,1,0
1509,msp,0,1,0
1509,msp,90,1,0
1509,msp,180,1,0
1509,msp,270,1,0
1510,msp,0,0,0
1510,msp,90,0,0
1510,msp,180,0,0
1510,msp,270,0,0
1511,msp,0,1,0
1511,msp,90,1,0
1511,msp,180,1,0
1511,msp,270,1,0
1512,msp,0,1,0
1512,msp,90,1,0
1512,msp,180,1,0
1512,msp,270,1,0
1513,msp,0,0,0
1513,msp,90,0,0
1513,msp,180,0,0
1513,msp,270,0,0
1514,msp,0,0,0
1514,msp,90,0,0
1514,msp,180,0,0
1514,msp,270,0,0
1515,msp,0,1,0
1515,msp,90,1,0
1515,msp,180,1,0
1515,msp,270,1,0
1516,msp,0,1,0
1516,msp,90,1,0
1516,msp,180,1,0
1516,msp,270,1,0
1517,msp,0,1,0
1517,msp,90,1,0
1517,msp,180,1,0
1517,msp,270,1,0
1518,msp,0,1,0
1518,msp,90,1,0
1518,msp,180,1,0
1518,msp,270,1,0
1519,msp,0,1,0
1519,msp,90,1,0
1519,msp,180,1,0
1519,msp,270,1,0
1520,msp,0,1,0
1520,msp,90,1,0
1520,msp,180,1,0
1520,msp,270,1,0
1521,msp,0,1,0
1521,msp,90,1,0
1521,msp,180,1,0
1521,msp,270,1,0
1522,msp,0,1,0
1522,msp,90,1,0
1522,msp,180,1,0
1522,msp,270,1,0
1523,msp,0,1,0
1523,msp,90,1,0
1523,msp,180,1,0
1523,msp,270,1,0
1524,msp,0,1,0
1524,msp,90,1,0
1524,msp,180,1,0
1524,msp,270,1,0
1525,msp,0,1,0
1525,msp,90,1,0
1525,msp,180,0,0
1525,msp,270,0,0
1526,msp,0,1,0
1526,msp,90,1,0
1526,msp,180,1,0
1526,msp,270,1,0
1527,msp,0,0,0
1527,msp,90,0,0
1527,msp,180,0,0
1527,msp,270,0,0
1528,msp,0,0,0
1528,msp,90,0,0
1528,msp,180,0,0
1528,msp,270,0,0
1529,msp,0,0,0
1529,msp,90,0,0
1529,msp,180,0,0
1529,msp,270,0,0
1530,msp,0,1,0
1530,msp,90,1,0
1530,msp,180,1,0
1530,msp,270,1,0
1531,msp,0,1,0
1531,msp,90,1,0
1531,msp,180,1,0
1531,msp,270,1,0
1532,msp,0,1,0
1532,msp,90,1,0
1532,msp,180,1,0
1532,msp,270,1,0
1533,msp,0,1,0
1533,msp,90,1,0
1533,msp,180,1,0
1533,msp,270,1,0
1534,msp,0,1,0
1534,msp,90,1,0
1534,msp,180,1,0
1534,msp,270,1,0
1535,msp,0,1,0
1535,msp,90,1,0
1535,msp,180,1,0
1535,msp,270,1,0
1536,msp,0,1,0
1536,msp,90,1,0
1536,msp,180,1,0
1536,msp,270,1,0
1537,msp,0,1,0
1537,msp,90,1,0
1537,msp,180,1,0
1537,msp,270,1,0
1538,msp,0,1,0
1538,msp,90,1,0
1538,msp,180,1,0
1538,msp,270,1,0
1539,msp,0,1,0
1539,msp,90,1,0
1539,msp,180,1,0
1539,msp,270,1,0
1540,msp,0,1,1
1540,msp,90,1,1
1540,msp,180,1,1
1540,msp,270,1,1
1541,msp,0,1,0
1541,msp,90,1,0
1541,msp,180,1,0
1541,msp,270,1,0
1542,msp,0,1,0
1542,msp,90,1,0
1542,msp,180,1,0
1542,msp,270,1,0
1543,msp,0,1,0
1543,msp,90,1,0
1543,msp,180,1,0
1543,msp,270,1,0
1544,msp,0,1,0
1544,msp,90,1,0
1544,msp,180,1,0
1544,msp,270,1,0
1545,msp,0,1,0
1545,msp,90,1,0
1545,msp,180,1,0
1545,msp,270,1,0
1546,msp,0,1,0
1546,msp,90,1,0
1546,msp,180,1,0
1546,msp,270,1,0
1547,msp,0,1,0
1547,msp,90,1,0
1547,msp,180,1,0
1547,msp,270,1,0
1548,msp,0,1,0
1548,msp,90,1,0
1548,msp,180,1,0
1548,msp,270,1,0
1549,msp,0,1,0
1549,msp,90,1,0
1549,msp,180,1,0
1549,msp,270,1,0
1550,msp,0,1,0
1550,msp,90,1,0
1550,msp,180,1,0
1550,msp,270,1,0
1551,msp,0,1,0
1551,msp,90,1,0
1551,msp,180,1,0
1551,msp,270,1,0
1552,msp,0,1,0
1552,msp,90,1,0
1552,msp,180,1,0
1552,msp,270,1,0
1553,msp,0,1,0
1553,msp,90,1,0
1553,msp,180,1,0
1553,msp,270,1,0
1554,msp,0,1,0
1554,msp,90,1,0
1554,msp,180,1,0
1554,msp,270,1,0
1555,msp,0,1,0
1555,msp,90,1,0
1555,msp,180,1,0
1555,msp,270,1,0
1556,msp,0,1,0
1556,msp,90,1,0
1556,msp,180,1,0
1556,msp,270,1,0
1557,msp,0,1,0
1557,msp,90,1,0
1557,msp,180,1,0
1557,msp,270,1,0
1558,msp,0,1,0
1558,msp,90,1,0
1558,msp,180,1,0
1558,msp,270,1,0
1559,msp,0,1,0
1559,msp,90,1,0
1559,msp,180,1,0
1559,msp,270,1,0
1560,msp,0,1,0
1560,msp,90,1,0
1560,msp,180,1,0
1560,msp,270,1,0
1561,msp,0,1,0
1561,msp,90,1,0
1561,msp,180,1,0
1561,msp,270,1,0
1562,msp,0,1,0
1562,msp,90,1,0
1562,msp,180,1,0
1562,msp,270,1,0
1563,msp,0,1,0
1563,msp,90,1,0
1563,msp,180,1,0
1563,msp,270,1,0
1564,msp,0,1,0
1564,msp,90,1,0
1564,msp,180,1,0
1564,msp,270,1,0
1565,msp,0,1,0
1565,msp,90,1,0
1565,msp,180,1,0
1565,msp,270,1,0
1566,msp,0,1,0
1566,msp,90,1,0
1566,msp,180,1,0
1566,msp,270,1,0
1567,msp,0,1,0
1567,msp,90,1,0
1567,msp,180,1,0
1567,msp,270,1,0
1568,msp,0,1,0
1568,msp,90,1,0
1568,msp,180,1,0
1568,msp,270,1,0
1569,msp,0,1,0
1569,msp,90,1,0
1569,msp,180,1,0
1569,msp,270,1,0
1570,msp,0,1,0
1570,msp,90,1,0
1570,msp,180,1,0
1570,msp,270,1,0
1571,msp,0,1,0
1571,msp,90,1,0
1571,msp,180,1,0
1571,msp,270,1,0
1572,msp,0,1,0
1572,msp,90,1,0
1572,msp,180,1,0
1572,msp,270,1,0
1573,msp,0,1,0
1573,msp,90,1,0
1573,msp,180,1,0
1573,msp,270,1,0
1574,msp,0,1,0
1574,msp,90,1,0
1574,msp,180,1,0
1574,msp,270,1,0
1575,msp,0,1,0
1575,msp,90,1,0
1575,msp,180,1,0
1575,msp,270,1,0
1576,msp,0,1,0
1576,msp,90,1,0
1576,msp,180,1,0
1576,msp,270,1,0
1577,msp,0,1,0
1577,msp,90,1,0
1577,msp,180,1,0
1577,msp,270,1,0
1578,msp,0,1,0
1578,msp,90,1,0
1578,msp,180,1,0
1578,msp,270,1,0
1579,msp,0,1,0
1579,msp,90,1,0
1579,msp,180,1,0
1579,msp,270,1,0
1580,msp,0,1,0
1580,msp,90,1,0
1580,msp,180,1,0
1580,msp,270,1,0
1581,msp,0,1,0
1581,msp,90,0,0
1581,msp,180,0,0
1581,msp,270,1,0
1582,msp,0,1,0
1582,msp,90,1,0
1582,msp,180,1,0
1582,msp,270,1,0
1583,msp,0,1,0
1583,msp,90,1,0
1583,msp,180,1,0
1583,msp,270,1,0
1584,msp,0,1,0
1584,msp,90,1,0
1584,msp,180,1,0
1584,msp,270,1,0
1585,msp,0,1,0
1585,msp,90,1,0
1585,msp,180,1,0
1585,msp,270,1,0
1586,msp,0,1,0
1586,msp,90,1,0
1586,msp,180,1,0
1586,msp,270,1,0
1587,msp,0,1,0
1587,msp,90,1,0
1587,msp,180,1,0
1587,msp,270,1,0
1588,msp,0,1,0
1588,msp,90,1,0
1588,msp,180,1,0
1588,msp,270,1,0
1589,msp,0,1,0
1589,msp,90,1,0
1589,msp,180,1,0
1589,msp,270,1,0
1590,msp,0,1,0
1590,msp,90,1,0
1590,msp,180,1,0
1590,msp,270,1,0
1591,msp,0,1,0
1591,msp,90,1,0
1591,msp,180,1,0
1591,msp,270,1,0
1592,msp,0,1,0
1592,msp,90,1,0
1592,msp,180,1,0
1592,msp,270,1,0
1593,msp,0,1,0
1593,msp,90,1,0
1593,msp,180,1,0
1593,msp,270,1,0
1594,msp,0,1,0
1594,msp,90,1,0
1594,msp,180,1,0
1594,msp,270,1,0
1595,msp,0,1,0
1595,msp,90,1,0
1595,msp,180,1,0
1595,msp,270,1,0
1596,msp,0,1,0
1596,msp,90,1,0
1596,msp,180,1,0
1596,msp,270,1,0
1597,msp,0,1,0
1597,msp,90,1,0
1597,msp,180,1,0
1597,msp,270,1,0
1598,msp,0,1,0
1598,msp,90,1,0
1598,msp,180,1,0
1598,msp,270,1,0
1599,msp,0,1,0
1599,msp,90,1,0
1599,msp,180,1,0
1599,msp,270,1,0
1600,msp,0,1,0
1600,msp,90,1,0
1600,msp,180,1,0
1600,msp,270,1,0
1601,msp,0,1,0
1601,msp,90,1,0
1601,msp,180,1,0
1601,msp,270,1,0
1602,msp,0,1,1
1602,msp,90,1,0
1602,msp,180,1,0
1602,msp,270,1,0
1603,msp,0,1,0
1603,msp,90,1,0
1603,msp,180,1,0
1603,msp,270,1,0
1604,msp,0,1,0
1604,msp,90,1,0
1604,msp,180,1,0
1604,msp,270,1,0
1605,msp,0,1,0
1605,msp,90,1,0
1605,msp,180,1,0
1605,msp,270,1,0
1606,msp,0,1,0
1606,msp,90,1,0
1606,msp,180,1,0
1606,msp,270,1,0
1607,msp,0,1,0
1607,msp,90,1,0
1607,msp,180,1,0
1607,msp,270,1,0
1608,msp,0,1,0
1608,msp,90,1,0
1608,msp,180,1,0
1608,msp,270,1,0
1609,msp,0,1,0
1609,msp,90,1,0
1609,msp,180,1,0
1609,msp,270,1,0
1610,msp,0,1,0
1610,msp,90,1,0
1610,msp,180,1,0
1610,msp,270,1,0
1611,msp,0,1,0
1611,msp,90,1,0
1611,msp,180,1,0
1611,msp,270,1,0
1612,msp,0,1,0
1612,msp,90,1,0
1612,msp,180,1,0
1612,msp,270,1,0
1613,msp,0,1,0
1613,msp,90,1,0
1613,msp,180,1,0
1613,msp,270,1,0
1614,msp,0,1,0
1614,msp,90,1,0
1614,msp,180,1,0
1614,msp,270,1,0
1615,msp,0,1,0
1615,msp,90,1,0
1615,msp,180,1,0
1615,msp,270,1,0
1616,msp,0,1,0
1616,msp,90,1,0
1616,msp,180,1,0
1616,msp,270,1,0
1617,msp,0,1,0
1617,msp,90,1,0
1617,msp,180,1,0
1617,msp,270,1,0
1618,msp,0,1,0
1618,msp,90,1,0
1618,msp,180,1,0
1618,msp,270,1,0
1619,msp,0,1,0
1619,msp,90,1,0
1619,msp,180,1,0
1619,msp,270,1,0
1620,msp,0,1,0
1620,msp,90,1,0
1620,msp,180,1,0
1620,msp,270,1,0
1621,msp,0,1,0
1621,msp,90,1,0
1621,msp,180,1,0
1621,msp,270,1,0
1622,msp,0,0,0
1622,msp,90,1,0
1622,msp,180,0,0
1622,msp,270,1,0
1623,msp,0,1,0
1623,msp,90,1,0
1623,msp,180,1,0
1623,msp,270,1,0
1624,msp,0,1,0
1624,msp,90,1,0
1624,msp,180,1,0
1624,msp,270,1,0
1625,msp,0,1,0
1625,msp,90,1,0
1625,msp,180,1,0
1625,msp,270,1,0
1626,msp,0,1,0
1626,msp,90,1,0
1626,msp,180,1,0
1626,msp,270,1,0
1627,msp,0,1,0
1627,msp,90,1,0
1627,msp,180,1,0
1627,msp,270,1,0
1628,msp,0,1,0
1628,msp,90,1,0
1628,msp,180,1,0
1628,msp,270,1,0
1629,msp,0,1,0
1629,msp,90,1,0
1629,msp,180,1,0
1629,msp,270,1,0
1630,msp,0,1,0
1630,msp,90,1,0
1630,msp,180,1,0
1630,msp,270,1,0
1631,msp,0,1,0
1631,msp,90,1,0
1631,msp,180,1,0
1631,msp,270,1,0
1632,msp,0,1,0
1632,msp,90,1,0
1632,msp,180,1,0
1632,msp,270,1,0
1633,msp,0,1,0
1633,msp,90,1,0
1633,msp,180,1,0
1633,msp,270,1,0
1634,msp,0,1,0
1634,msp,90,1,0
1634,msp,180,1,0
1634,msp,270,1,0
1635,msp,0,1,0
1635,msp,90,1,0
1635,msp,180,1,0
1635,msp,270,1,0
1636,msp,0,1,0
1636,msp,90,1,0
1636,msp,180,1,0
1636,msp,270,1,0
1637,msp,0,1,0
1637,msp,90,1,0
1637,msp,180,1,0
1637,msp,270,1,0
1638,msp,0,1,0
1638,msp,90,1,0
1638,msp,180,1,0
1638,msp,270,1,0
1639,msp,0,1,0
1639,msp,90,1,0
1639,msp,180,1,0
1639,msp,270,1,0
1640,msp,0,1,0
1640,msp,90,1,0
1640,msp,180,1,0
1640,msp,270,1,0
1641,msp,0,1,0
1641,msp,90,1,0
1641,msp,180,1,0
1641,msp,270,1,0
1642,msp,0,1,0
1642,msp,90,1,0
1642,msp,180,1,0
1642,msp,270,1,0
1643,msp,0,1,0
1643,msp,90,1,0
1643,msp,180,1,0
1643,msp,270,1,0
1644,msp,0,1,0
1644,msp,90,1,0
1644,msp,180,1,0
1644,msp,270,1,0
1645,msp,0,1,0
1645,msp,90,1,0
1645,msp,180,1,0
1645,msp,270,1,0
1646,msp,0,1,0
1646,msp,90,1,0
1646,msp,180,1,0
1646,msp,270,1,0
1647,msp,0,1,0
1647,msp,90,1,0
1647,msp,180,1,0
1647,msp,270,1,0
1648,msp,0,1,0
1648,msp,90,1,0
1648,msp,180,1,0
1648,msp,270,1,0
1649,msp,0,1,0
1649,msp,90,1,0
1649,msp,180,1,0
1649,msp,270,1,0
1650,msp,0,1,0
1650,msp,90,1,0
1650,msp,180,1,0
1650,msp,270,1,0
1651,msp,0,1,0
1651,msp,90,1,0
1651,msp,180,1,0
1651,msp,270,1,0
1652,msp,0,1,0
1652,msp,90,1,0
1652,msp,180,1,0
1652,msp,270,1,0
1653,msp,0,1,0
1653,msp,90,1,0
1653,msp,180,1,0
1653,msp,270,1,0
1654,msp,0,1,0
1654,msp,90,1,0
1654,msp,180,1,0
1654,msp,270,1,0
1655,msp,0,1,0
1655,msp,90,1,0
1655,msp,180,1,0
1655,msp,270,1,0
1656,msp,0,1,0
1656,msp,90,1,0
1656,msp,180,1,0
1656,msp,270,1,0
1657,msp,0,1,0
1657,msp,90,1,0
1657,msp,180,1,0
1657,msp,270,1,0
1658,msp,0,1,0
1658,msp,90,1,0
1658,msp,180,1,0
1658,msp,270,1,0
1659,msp,0,1,0
1659,msp,90,1,0
1659,msp,180,1,0
1659,msp,270,1,0
1660,msp,0,1,0
1660,msp,90,1,0
1660,msp,180,1,0
1660,msp,270,1,0
1661,msp,0,1,0
1661,msp,90,1,0
1661,msp,180,1,0
1661,msp,270,1,0
1662,msp,0,1,0
1662,msp,90,1,0
1662,msp,180,1,0
1662,msp,270,1,0
1663,msp,0,1,0
1663,msp,90,1,0
1663,msp,180,1,0
1663,msp,270,1,0
1664,msp,0,1,0
1664,msp,90,1,0
1664,msp,180,1,0
1664,msp,270,1,0
1665,msp,0,1,0
1665,msp,90,1,0
1665,msp,180,1,0
1665,msp,270,1,0
1666,msp,0,1,0
1666,msp,90,1,0
1666,msp,180,1,0
1666,msp,270,1,0
1667,msp,0,1,0
1667,msp,90,1,0
1667,msp,180,1,0
1667,msp,270,1,0
1668,msp,0,0,0
1668,msp,90,0,0
1668,msp,180,1,0
1668,msp,270,1,0
1669,msp,0,1,0
1669,msp,90,1,0
1669,msp,180,1,0
1669,msp,270,1,0
1670,msp,0,1,0
1670,msp,90,1,0
1670,msp,180,1,0
1670,msp,270,1,0
1671,msp,0,1,0
1671,msp,90,1,0
1671,msp,180,1,0
1671,msp,270,1,0
1672,msp,0,1,0
1672,msp,90,1,0
1672,msp,180,1,0
1672,msp,270,1,0
1673,msp,0,1,0
1673,msp,90,1,0
1673,msp,180,1,0
1673,msp,270,1,0
1674,msp,0,1,0
1674,msp,90,1,0
1674,msp,180,1,0
1674,msp,270,1,0
1675,msp,0,1,0
1675,msp,90,1,0
1675,msp,180,1,0
1675,msp,270,1,0
1676,msp,0,1,0
1676,msp,90,1,0
1676,msp,180,1,0
1676,msp,270,1,0
1677,msp,0,1,0
1677,msp,90,1,0
1677,msp,180,1,0
1677,msp,270,1,0
1678,msp,0,0,0
1678,msp,90,0,0
1678,msp,180,0,0
1678,msp,270,0,0
1679,msp,0,1,0
1679,msp,90,1,0
1679,msp,180,1,0
1679,msp,270,1,0
1680,msp,0,1,0
1680,msp,90,1,0
1680,msp,180,1,0
1680,msp,270,1,0
1681,msp,0,1,0
1681,msp,90,1,0
1681,msp,180,1,0
1681,msp,270,1,0
1682,msp,0,1,0
1682,msp,90,1,0
1682,msp,180,1,0
1682,msp,270,1,0
1683,msp,0,1,0
1683,msp,90,1,0
1683,msp,180,1,0
1683,msp,270,1,0
1684,msp,0,1,0
1684,msp,90,1,0
1684,msp,180,1,0
1684,msp,270,1,0
1685,msp,0,1,0
1685,msp,90,1,0
1685,msp,180,1,0
1685,msp,270,1,0
1686,msp,0,1,0
1686,msp,90,1,0
1686,msp,180,1,0
1686,msp,270,1,0
1687,msp,0,1,0
1687,msp,90,1,0
1687,msp,180,1,0
1687,msp,270,1,0
1688,msp,0,1,0
1688,msp,90,1,0
1688,msp,180,1,0
1688,msp,270,1,0
1689,msp,0,1,0
1689,msp,90,1,0
1689,msp,180,1,0
1689,msp,270,1,0
1690,msp,0,1,0
1690,msp,90,1,0
1690,msp,180,1,0
1690,msp,270,1,0
1691,msp,0,1,0
1691,msp,90,1,0
1691,msp,180,1,0
1691,msp,270,0,0
1692,msp,0,1,0
1692,msp,90,1,0
1692,msp,180,1,0
1692,msp,270,1,0
1693,msp,0,1,0
1693,msp,90,1,0
1693,msp,180,1,0
1693,msp,270,1,0
1694,msp,0,1,0
1694,msp,90,1,0
1694,msp,180,1,0
1694,msp,270,1,0
1695,msp,0,1,0
1695,msp,90,1,0
1695,msp,180,1,0
1695,msp,270,1,0
1696,msp,0,1,0
1696,msp,90,1,0
1696,msp,180,1,0
1696,msp,270,1,0
1697,msp,0,1,0
1697,msp,90,1,0
1697,msp,180,1,0
1697,msp,270,1,0
1698,msp,0,1,0
1698,msp,90,0,0
1698,msp,180,0,0
1698,msp,270,0,0
1699,msp,0,1,0
1699,msp,90,0,0
1699,msp,180,0,0
1699,msp,270,1,0
1700,msp,0,1,0
1700,msp,90,1,0
1700,msp,180,1,0
1700,msp,270,1,0
1701,msp,0,1,0
1701,msp,90,1,0
1701,msp,180,1,0
1701,msp,270,1,0
1702,msp,0,1,0
1702,msp,90,1,0
1702,msp,180,1,0
1702,msp,270,1,0
1703,msp,0,1,0
1703,msp,90,1,0
1703,msp,180,1,0
1703,msp,270,1,0
1704,msp,0,1,0
1704,msp,90,1,0
1704,msp,180,1,0
1704,msp,270,1,0
1705,msp,0,1,0
1705,msp,90,1,0
1705,msp,180,1,0
1705,msp,270,1,0
1706,msp,0,1,0
1706,msp,90,1,0
1706,msp,180,1,0
1706,msp,270,1,0
1707,msp,0,1,0
1707,msp,90,1,0
1707,msp,180,1,0
1707,msp,270,1,0
1708,msp,0,1,0
1708,msp,90,1,0
1708,msp,180,1,0
1708,msp,270,1,0
1709,msp,0,1,0
1709,msp,90,1,0
1709,msp,180,1,0
1709,msp,270,1,0
1710,msp,0,1,0
1710,msp,90,1,0
1710,msp,180,1,0
1710,msp,270,1,0
1711,msp,0,1,0
1711,msp,90,1,0
1711,msp,180,1,0
1711,msp,270,1,0
1712,msp,0,1,0
1712,msp,90,1,0
1712,msp,180,1,0
1712,msp,270,1,0
1713,msp,0,1,0
1713,msp,90,1,0
1713,msp,180,1,0
1713,msp,270,1,0
1714,msp,0,1,0
1714,msp,90,1,0
1714,msp,180,1,0
1714,msp,270,1,0
1715,msp,0,1,0
1715,msp,90,1,0
1715,msp,180,1,0
1715,msp,270,1,0
1716,msp,0,1,0
1716,msp,90,1,0
1716,msp,180,1,0
1716,msp,270,1,0
1717,msp,0,1,0
1717,msp,90,1,0
1717,msp,180,1,0
1717,msp,270,1,0
1718,msp,0,1,0
1718,msp,90,1,0
1718,msp,180,1,0
1718,msp,270,1,0
1719,msp,0,1,0
1719,msp,90,1,0
1719,msp,180,1,0
1719,msp,270,1,0
1720,msp,0,1,0
1720,msp,90,1,0
1720,msp,180,1,0
1720,msp,270,1,0
1721,msp,0,1,0
1721,msp,90,1,0
1721,msp,180,1,0
1721,msp,270,1,0
1722,msp,0,1,0
1722,msp,90,1,0
1722,msp,180,1,0
1722,msp,270,1,0
1723,msp,0,1,0
1723,msp,90,1,0
1723,msp,180,1,0
1723,msp,270,1,0
1724,msp,0,1,0
1724,msp,90,1,0
1724,msp,180,1,0
1724,msp,270,1,0
1725,msp,0,1,0
1725,msp,90,1,0
1725,msp,180,1,0
1725,msp,270,1,0
1726,msp,0,1,0
1726,msp,90,1,0
1726,msp,180,1,0
1726,msp,270,1,0
1727,msp,0,1,0
1727,msp,90,1,0
1727,msp,180,1,0
1727,msp,270,1,0
1728,msp,0,1,0
1728,msp,90,1,0
1728,msp,180,1,0
1728,msp,270,1,0
1729,msp,0,1,0
1729,msp,90,1,0
1729,msp,180,1,0
1729,msp,270,1,0
1730,msp,0,1,0
1730,msp,90,1,0
1730,msp,180,1,0
1730,msp,270,1,0
1731,msp,0,1,0
1731,msp,90,1,0
1731,msp,180,1,0
1731,msp,270,1,1
1732,msp,0,0,0
1732,msp,90,0,0
1732,msp,180,0,0
1732,msp,270,0,0
1733,msp,0,0,0
1733,msp,90,0,0
1733,msp,180,0,0
1733,msp,270,0,0
1734,msp,0,1,0
1734,msp,90,1,0
1734,msp,180,1,0
1734,msp,270,1,0
1735,msp,0,0,0
1735,msp,90,0,0
1735,msp,180,1,0
1735,msp,270,1,0
1736,msp,0,1,0
1736,msp,90,1,0
1736,msp,180,1,0
1736,msp,270,1,0
1737,msp,0,1,0
1737,msp,90,1,0
1737,msp,180,1,0
1737,msp,270,1,0
1738,msp,0,1,0
1738,msp,90,1,0
1738,msp,180,1,0
1738,msp,270,1,0
1739,msp,0,1,0
1739,msp,90,1,0
1739,msp,180,1,0
1739,msp,270,1,0
1740,msp,0,0,0
1740,msp,90,0,0
1740,msp,180,0,0
1740,msp,270,1,0
1741,msp,0,1,0
1741,msp,90,1,0
1741,msp,180,1,0
1741,msp,270,1,0
1742,msp,0,1,0
1742,msp,90,1,0
1742,msp,180,1,0
1742,msp,270,1,0
1743,msp,0,1,0
1743,msp,90,1,0
1743,msp,180,1,0
1743,msp,270,1,0
1744,msp,0,1,0
1744,msp,90,1,0
1744,msp,180,1,0
1744,msp,270,1,0
1745,msp,0,1,0
1745,msp,90,1,0
1745,msp,180,1,0
1745,msp,270,1,0
1746,msp,0,1,0
1746,msp,90,1,0
1746,msp,180,1,0
1746,msp,270,1,0
1747,msp,0,1,0
1747,msp,90,1,0
1747,msp,180,1,0
1747,msp,270,1,0
1748,msp,0,1,0
1748,msp,90,1,0
1748,msp,180,1,0
1748,msp,270,1,0
1749,msp,0,1,0
1749,msp,90,1,0
1749,msp,180,1,0
1749,msp,270,1,0
1750,msp,0,1,0
1750,msp,90,1,0
1750,msp,180,1,0
1750,msp,270,1,0
1751,msp,0,1,0
1751,msp,90,1,0
1751,msp,180,1,0
1751,msp,270,1,0
1752,msp,0,0,0
1752,msp,90,0,0
1752,msp,180,0,0
1752,msp,270,0,0
1753,msp,0,0,0
1753,msp,90,0,0
1753,msp,180,0,0
1753,msp,270,0,0
1754,msp,0,0,0
1754,msp,90,0,0
1754,msp,180,0,0
1754,msp,270,0,0
1755,msp,0,0,0
1755,msp,90,0,0
1755,msp,180,1,0
1755,msp,270,0,0
1756,msp,0,0,0
1756,msp,90,0,0
1756,msp,180,1,0
1756,msp,270,1,0
1757,msp,0,0,0
1757,msp,90,0,0
1757,msp,180,0,0
1757,msp,270,0,0
1758,msp,0,0,0
1758,msp,90,0,0
1758,msp,180,0,0
1758,msp,270,0,0
1759,msp,0,0,0
1759,msp,90,0,0
1759,msp,180,0,0
1759,msp,270,1,0
1760,msp,0,1,0
1760,msp,90,1,0
1760,msp,180,1,0
1760,msp,270,1,0
1761,msp,0,0,0
1761,msp,90,0,0
1761,msp,180,0,0
1761,msp,270,1,0
1762,msp,0,0,0
1762,msp,90,0,0
1762,msp,180,0,0
1762,msp,270,0,0
1763,msp,0,0,0
1763,msp,90,0,0
1763,msp,180,0,0
1763,msp,270,1,0
1764,msp,0,0,0
1764,msp,90,0,0
1764,msp,180,0,0
1764,msp,270,0,0
1766,msp,0,1,0
1766,msp,90,1,0
1766,msp,180,1,0
1766,msp,270,1,0
1767,msp,0,1,0
