point_id,metro,state,lat,lon,blockgroup_geoid,tract_geoid,NatWalkInd,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,D1A,D1B,D2B_E8MIX,D3A,D3B,D3APO,D4A,D4C,D4D,LPA_CrudePrev,LPA_Crude95CI,OBESITY_CrudePrev,OBESITY_Crude95CI,TotalPopulation,stops_400m,trips_per_hr_400m,stops_800m,trips_per_hr_800m
MSP_3887,Minneapolis,MN,44.9216567,-93.3281005,270531098004,27053109800,17.166666666666668,16.0,15.0,19.0,17.0,6.793721743590267,10.920278654511762,0.7858713263252961,27.941438015579493,193.2865837378357,27.941438015579493,348.69,4.0,42.9430312681,12.6,"(10.9, 14.8)",24.3,"(21.9, 26.9)",4412.0,2,10.688,11,40.188
MSP_3888,Minneapolis,MN,44.9322435,-93.3187209,270531091006,27053109100,15.5,3.0,14.0,19.0,19.0,4.203053491386672,9.911678382673047,0.8492479148855676,29.6348397525078,177.34627376551902,29.6348397525078,238.72,7.33,73.5722557418,13.9,"(11.9, 16.3)",24.2,"(21.8, 26.9)",4998.0,0,0.0,8,26.625
MSP_3889,Minneapolis,MN,44.9322473,-93.3189107,270531098001,27053109800,14.0,5.0,9.0,16.0,19.0,3.187215142646626,9.161681174745008,0.9899449185263032,21.80694883089548,122.64721131219464,21.80694883089548,211.9,3.67,29.3540671394,12.6,"(10.9, 14.8)",24.3,"(21.9, 26.9)",4412.0,0,0.0,8,26.625
MSP_3890,Minneapolis,MN,44.9323783,-93.3189102,270531098001,27053109800,14.0,5.0,9.0,16.0,19.0,3.187215142646626,9.161681174745008,0.9899449185263032,21.80694883089548,122.64721131219464,21.80694883089548,211.9,3.67,29.3540671394,12.6,"(10.9, 14.8)",24.3,"(21.9, 26.9)",4412.0,0,0.0,8,26.625
MSP_3891,Minneapolis,MN,44.9323783,-93.3187202,270531091006,27053109100,15.5,3.0,14.0,19.0,19.0,4.203053491386672,9.911678382673047,0.8492479148855676,29.6348397525078,177.34627376551902,29.6348397525078,238.72,7.33,73.5722557418,13.9,"(11.9, 16.3)",24.2,"(21.8, 26.9)",4998.0,0,0.0,8,26.625
MSP_3892,Minneapolis,MN,44.9194785,-93.2960559,270530107002,27053010700,14.333333333333334,5.0,5.0,18.0,20.0,4.526836781549269,11.63195068014891,0.6632110916865271,26.186457060857293,152.0903096571413,23.67864699589175,140.82,7.33,55.7383115738,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,0,0.0,9,34.812
MSP_3893,Minneapolis,MN,44.9195319,-93.2960602,270530107002,27053010700,14.333333333333334,5.0,5.0,18.0,20.0,4.526836781549269,11.63195068014891,0.6632110916865271,26.186457060857293,152.0903096571413,23.67864699589175,140.82,7.33,55.7383115738,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,0,0.0,8,31.188
MSP_3894,Minneapolis,MN,44.9196468,-93.296033,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,0,0.0,8,31.188
MSP_3895,Minneapolis,MN,44.9197018,-93.2960045,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,0,0.0,8,31.188
MSP_3896,Minneapolis,MN,44.9197326,-93.2960206,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,0,0.0,8,31.188
MSP_3897,Minneapolis,MN,44.9264605,-93.2978311,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,0,0.0,4,14.0
MSP_3898,Minneapolis,MN,44.9271029,-93.2970241,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,0,0.0,6,21.0
MSP_3899,Minneapolis,MN,44.9276418,-93.2959701,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,0,0.0,6,21.0
MSP_3900,Minneapolis,MN,44.9278387,-93.2963633,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,0,0.0,7,21.375
MSP_3901,Minneapolis,MN,44.9279538,-93.2962599,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,0,0.0,7,21.375
MSP_3902,Minneapolis,MN,44.9282759,-93.2960229,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,0,0.0,8,21.875
MSP_3903,Minneapolis,MN,44.9283032,-93.2959173,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,0,0.0,8,21.875
MSP_3904,Minneapolis,MN,44.9284334,-93.2959215,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,0,0.0,8,21.875
MSP_3905,Minneapolis,MN,44.9335934,-93.3101084,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,6,33.312,13,47.312
MSP_3906,Minneapolis,MN,44.9336155,-93.3102468,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,6,33.312,13,47.312
MSP_3907,Minneapolis,MN,44.9336757,-93.3101197,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,6,33.312,13,47.312
MSP_3908,Minneapolis,MN,44.9194777,-93.2958469,270530107002,27053010700,14.333333333333334,5.0,5.0,18.0,20.0,4.526836781549269,11.63195068014891,0.6632110916865271,26.186457060857293,152.0903096571413,23.67864699589175,140.82,7.33,55.7383115738,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,0,0.0,8,31.188
MSP_3909,Minneapolis,MN,44.9194805,-93.2935331,270530107002,27053010700,14.333333333333334,5.0,5.0,18.0,20.0,4.526836781549269,11.63195068014891,0.6632110916865271,26.186457060857293,152.0903096571413,23.67864699589175,140.82,7.33,55.7383115738,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,0,0.0,19,49.062
MSP_3910,Minneapolis,MN,44.9194825,-93.2933246,270530107002,27053010700,14.333333333333334,5.0,5.0,18.0,20.0,4.526836781549269,11.63195068014891,0.6632110916865271,26.186457060857293,152.0903096571413,23.67864699589175,140.82,7.33,55.7383115738,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,2,10.812,21,49.688
MSP_3911,Minneapolis,MN,44.9195054,-93.2935074,270530107002,27053010700,14.333333333333334,5.0,5.0,18.0,20.0,4.526836781549269,11.63195068014891,0.6632110916865271,26.186457060857293,152.0903096571413,23.67864699589175,140.82,7.33,55.7383115738,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,0,0.0,19,49.062
MSP_3912,Minneapolis,MN,44.9195309,-93.2958429,270530107002,27053010700,14.333333333333334,5.0,5.0,18.0,20.0,4.526836781549269,11.63195068014891,0.6632110916865271,26.186457060857293,152.0903096571413,23.67864699589175,140.82,7.33,55.7383115738,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,0,0.0,8,31.188
MSP_3913,Minneapolis,MN,44.919543,-93.2935575,270530107002,27053010700,14.333333333333334,5.0,5.0,18.0,20.0,4.526836781549269,11.63195068014891,0.6632110916865271,26.186457060857293,152.0903096571413,23.67864699589175,140.82,7.33,55.7383115738,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,0,0.0,19,49.062
MSP_3914,Minneapolis,MN,44.9195895,-93.2740082,270531109001,27053110900,16.166666666666668,9.0,20.0,16.0,18.0,5.46918976403587,12.825409914493472,0.8854050488428038,26.5955811110396,118.2726679077399,21.729718324096613,282.98,26.67,181.973696383,19.2,"(16.9, 21.6)",29.3,"(26.7, 32.1)",3497.0,19,76.812,40,148.625
MSP_3915,Minneapolis,MN,44.9196471,-93.2958415,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,0,0.0,8,31.188
MSP_3916,Minneapolis,MN,44.9196574,-93.2936503,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,0,0.0,18,45.438
MSP_3917,Minneapolis,MN,44.9196595,-93.2933149,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,2,10.812,18,45.438
MSP_3918,Minneapolis,MN,44.919705,-93.2958337,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,0,0.0,8,31.188
MSP_3919,Minneapolis,MN,44.9197191,-93.2936706,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,0,0.0,18,45.438
MSP_3920,Minneapolis,MN,44.9197197,-93.2958,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,0,0.0,8,31.188
MSP_3921,Minneapolis,MN,44.9197496,-93.274011,270531109003,27053110900,14.5,10.0,9.0,15.0,19.0,5.144943217079388,11.871365985915713,0.623914600915242,31.196521225259648,116.12085494209484,20.381849641247747,178.37,27.0,177.454328924,19.2,"(16.9, 21.6)",29.3,"(26.7, 32.1)",3497.0,19,76.812,40,148.625
MSP_3922,Minneapolis,MN,44.9197763,-93.2740537,270531109003,27053110900,14.5,10.0,9.0,15.0,19.0,5.144943217079388,11.871365985915713,0.623914600915242,31.196521225259648,116.12085494209484,20.381849641247747,178.37,27.0,177.454328924,19.2,"(16.9, 21.6)",29.3,"(26.7, 32.1)",3497.0,19,76.812,40,148.625
MSP_3923,Minneapolis,MN,44.923123,-93.2932971,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,0,0.0,16,39.125
MSP_3924,Minneapolis,MN,44.9231401,-93.2936395,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,0,0.0,14,36.875
MSP_3925,Minneapolis,MN,44.9231567,-93.2936393,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,0,0.0,14,36.875
MSP_3926,Minneapolis,MN,44.923273,-93.2936392,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,0,0.0,14,36.875
MSP_3927,Minneapolis,MN,44.9232805,-93.2932941,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,0,0.0,15,37.188
MSP_3928,Minneapolis,MN,44.9249416,-93.2936306,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,0,0.0,17,42.625
MSP_3929,Minneapolis,MN,44.9249434,-93.2932866,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,2,7.0,17,42.625
MSP_3930,Minneapolis,MN,44.9249602,-93.2933206,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,1,3.5,17,42.625
MSP_3931,Minneapolis,MN,44.9250781,-93.2932859,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,1,3.5,17,42.625
MSP_3932,Minneapolis,MN,44.925081,-93.2936321,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,0,0.0,16,40.688
MSP_3933,Minneapolis,MN,44.9267221,-93.2884453,270530107001,27053010700,16.5,12.0,11.0,18.0,20.0,7.824923107235703,18.71943019866033,0.6646872237653786,27.576772516194875,161.02735654761574,27.576772516194875,105.95,7.33,118.033052349,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,8,15.25,18,31.125
MSP_3934,Minneapolis,MN,44.9267252,-93.2936197,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,0,0.0,12,29.25
MSP_3935,Minneapolis,MN,44.9267402,-93.2907428,270530107001,27053010700,16.5,12.0,11.0,18.0,20.0,7.824923107235703,18.71943019866033,0.6646872237653786,27.576772516194875,161.02735654761574,27.576772516194875,105.95,7.33,118.033052349,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,4,14.0,18,31.188
MSP_3936,Minneapolis,MN,44.9267405,-93.2921971,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,4,14.0,17,30.875
MSP_3937,Minneapolis,MN,44.9267423,-93.2909318,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,4,14.0,18,31.188
MSP_3938,Minneapolis,MN,44.9267433,-93.292007,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,4,14.0,17,30.875
MSP_3939,Minneapolis,MN,44.9267474,-93.2932867,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,0,0.0,13,29.562
MSP_3940,Minneapolis,MN,44.9267515,-93.2896254,270530107001,27053010700,16.5,12.0,11.0,18.0,20.0,7.824923107235703,18.71943019866033,0.6646872237653786,27.576772516194875,161.02735654761574,27.576772516194875,105.95,7.33,118.033052349,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,4,14.0,19,31.5
MSP_3941,Minneapolis,MN,44.9267619,-93.2921732,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,4,14.0,17,30.875
MSP_3942,Minneapolis,MN,44.9267652,-93.2920325,270530107003,27053010700,14.5,8.0,13.0,14.0,19.0,3.4872613385151934,8.929996324795916,0.7298060585383837,25.72408249179074,92.6877836982784,15.22765165721529,233.35,6.0,41.7074172934,13.0,"(11.2, 15.1)",24.6,"(22.3, 27.3)",2491.0,4,14.0,17,30.875
MSP_3943,Minneapolis,MN,44.9267929,-93.2793287,270531108006,27053110800,17.333333333333336,20.0,12.0,16.0,20.0,5.773875270848139,12.81325745037532,0.8055062166882773,24.11018411933048,126.19773804870104,24.11018411933048,80.47,10.67,134.652986498,13.2,"(11.4, 15.3)",25.0,"(22.6, 27.6)",4331.0,6,24.75,32,98.875
MSP_3944,Minneapolis,MN,44.9267942,-93.2791394,270531108006,27053110800,17.333333333333336,20.0,12.0,16.0,20.0,5.773875270848139,12.81325745037532,0.8055062166882773,24.11018411933048,126.19773804870104,24.11018411933048,80.47,10.67,134.652986498,13.2,"(11.4, 15.3)",25.0,"(22.6, 27.6)",4331.0,5,24.438,32,99.062
MSP_3945,Minneapolis,MN,44.9268755,-93.289632,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,5,17.5,20,35.0
MSP_3946,Minneapolis,MN,44.9268761,-93.2921769,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,4,14.0,17,30.875
MSP_3947,Minneapolis,MN,44.9268761,-93.292036,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,4,14.0,17,30.875
MSP_3948,Minneapolis,MN,44.9268842,-93.2936248,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,0,0.0,12,29.25
MSP_3949,Minneapolis,MN,44.9268912,-93.2894646,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,6,17.812,20,35.0
MSP_3950,Minneapolis,MN,44.926893,-93.2881373,270531099002,27053109900,15.5,5.0,14.0,17.0,20.0,5.541654055851347,13.491796220591931,0.7545838463899406,25.276388543201254,149.6593604680874,21.76594879987932,108.63,18.0,100.996081747,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,9,18.75,21,41.438
MSP_3951,Minneapolis,MN,44.926894,-93.2884511,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,9,18.75,21,37.0
MSP_3952,Minneapolis,MN,44.926896,-93.2896577,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,5,17.5,20,35.0
MSP_3953,Minneapolis,MN,44.9268995,-93.2907424,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,4,14.0,19,31.5
MSP_3954,Minneapolis,MN,44.9268999,-93.2909306,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,4,14.0,19,31.5
MSP_3955,Minneapolis,MN,44.9269044,-93.2922093,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,4,14.0,17,30.875
MSP_3956,Minneapolis,MN,44.9269048,-93.29201,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,4,14.0,17,30.875
MSP_3957,Minneapolis,MN,44.926907,-93.2932881,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,0,0.0,14,29.938
MSP_3958,Minneapolis,MN,44.9269508,-93.2793305,270531099002,27053109900,15.5,5.0,14.0,17.0,20.0,5.541654055851347,13.491796220591931,0.7545838463899406,25.276388543201254,149.6593604680874,21.76594879987932,108.63,18.0,100.996081747,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,6,24.938,32,99.125
MSP_3959,Minneapolis,MN,44.9269508,-93.2791358,270531099002,27053109900,15.5,5.0,14.0,17.0,20.0,5.541654055851347,13.491796220591931,0.7545838463899406,25.276388543201254,149.6593604680874,21.76594879987932,108.63,18.0,100.996081747,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,5,24.625,31,95.625
MSP_3960,Minneapolis,MN,44.928306,-93.295896,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,0,0.0,8,21.875
MSP_3961,Minneapolis,MN,44.9283065,-93.2958459,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,0,0.0,8,21.875
MSP_3962,Minneapolis,MN,44.928527,-93.2955922,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,0,0.0,8,21.875
MSP_3963,Minneapolis,MN,44.9286028,-93.2957524,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,0,0.0,8,21.875
MSP_3964,Minneapolis,MN,44.9286088,-93.2958215,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,0,0.0,8,21.875
MSP_3965,Minneapolis,MN,44.9286591,-93.2957682,270531099004,27053109900,16.0,8.0,10.0,19.0,20.0,1.6072936354476453,2.691655409462224,0.6575513282285674,32.43491666431096,204.0938258993069,26.135951175515533,0.0,18.67,28.0082010595,14.2,"(11.9, 16.6)",25.9,"(23.3, 28.6)",4034.0,0,0.0,8,21.875
