point_id,city,dc_official_sidewalk_present,dist_to_sidewalk_m
1954,dc,1,0.0
1955,dc,1,8.22368613112247
1956,dc,1,0.0
1957,dc,0,
1958,dc,1,2.3296350419420255
1959,dc,0,
196,dc,1,0.0
1960,dc,1,2.2717163845772634
1961,dc,0,
1962,dc,1,0.0
1963,dc,1,0.0
1964,dc,1,5.752062194870273
1965,dc,1,4.722055849109141
1966,dc,1,0.9077989280592155
1967,dc,1,15.935236429858989
1968,dc,1,0.0
1969,dc,1,0.0
197,dc,1,0.0
1970,dc,1,8.970900264404362
1971,dc,1,2.3891787851150874
1972,dc,1,0.0
1973,dc,1,5.649337813361692
1974,dc,1,5.483544392506503
1975,dc,1,0.0
1976,dc,0,
1977,dc,0,
1978,dc,1,0.0
1979,dc,1,0.0
198,dc,1,0.0
1980,dc,0,
1981,dc,0,
1982,dc,0,
1983,dc,1,0.0
1984,dc,0,
1985,dc,0,
1986,dc,0,
1987,dc,1,0.0
1988,dc,1,1.2584311152259657
1989,dc,1,0.0
199,dc,0,
1990,dc,1,0.0
1991,dc,1,1.5504825154089372
1992,dc,1,0.0
1993,dc,1,2.1420306537796194
1994,dc,1,1.8032519207541942
1995,dc,1,1.612786382517737
1996,dc,1,0.0
1997,dc,1,0.0
1998,dc,1,0.0
1999,dc,1,0.0
2,dc,0,
20,dc,0,
200,dc,0,
2000,dc,1,0.0
2001,dc,1,0.0
2002,dc,1,0.0
2003,dc,1,2.0902966492318633
2004,dc,1,0.0
2005,dc,1,0.0
2006,dc,1,0.0
2007,dc,1,0.0
2008,dc,1,0.0
2009,dc,1,0.0
201,dc,0,
2010,dc,1,1.5449689869642411
2011,dc,1,2.7680423145310007
2012,dc,1,0.0
2013,dc,1,2.1284374988860666
2014,dc,1,0.0
2015,dc,1,0.0
2016,dc,1,2.6408862449670614
2017,dc,1,0.0
2018,dc,0,
2019,dc,0,
202,dc,0,
2020,dc,1,0.0
2021,dc,1,0.0
2022,dc,1,0.0
2023,dc,1,0.0
2024,dc,1,0.0
2025,dc,1,2.1227732207686594
2026,dc,1,3.5331088391541767
2027,dc,1,0.0
2028,dc,1,1.7201984538006874
2029,dc,1,0.0
203,dc,0,
2030,dc,1,3.0712774831672474
2031,dc,1,2.1568894969383594
2032,dc,1,2.4736870486380664
2033,dc,1,0.0
2034,dc,1,0.0
2035,dc,1,2.7673846025140243
2036,dc,1,2.353519997725918
2037,dc,1,0.0
2038,dc,1,0.0
2039,dc,1,0.0
204,dc,1,0.0
2040,dc,1,3.339583863557347
2041,dc,1,0.0
2042,dc,1,0.0
2043,dc,1,0.0
2044,dc,1,0.0
2045,dc,1,0.0
2046,dc,1,1.4994505323870493
2047,dc,1,2.0555022962223566
2048,dc,1,0.0
2049,dc,1,1.6606297904994078
205,dc,1,10.337752565709552
2050,dc,1,1.1105212828459723
2051,dc,1,0.0
2052,dc,1,1.1539296837203248
2053,dc,1,0.0
2054,dc,1,0.0
2055,dc,1,0.0
2056,dc,1,0.0
2057,dc,1,0.0
2058,dc,1,0.0
2059,dc,1,0.0
206,dc,0,
2060,dc,1,0.0
2061,dc,1,0.0
2062,dc,1,0.0
2063,dc,1,3.116087111473159
2064,dc,1,0.0
2065,dc,1,2.814842126107079
2066,dc,1,0.0
2067,dc,1,0.0
2068,dc,1,0.0
2069,dc,1,0.0
207,dc,0,
2070,dc,1,0.0
2071,dc,1,0.0
2072,dc,1,2.72988318811179
2073,dc,0,
2074,dc,1,0.0
2075,dc,1,0.0
2076,dc,1,2.6070265890732567
2077,dc,1,0.0
2078,dc,1,0.0
2079,dc,1,0.0
208,dc,1,14.947700085948659
2080,dc,1,0.0
2081,dc,1,1.764107116283507
2082,dc,1,1.9596771141694802
2083,dc,1,0.0
2084,dc,1,0.0
2085,dc,1,0.0
2086,dc,1,0.0
2087,dc,1,0.0
2088,dc,1,5.436451317811797
2089,dc,1,0.0
209,dc,0,
2090,dc,1,0.0
2091,dc,1,2.482135333319238
2092,dc,1,0.0
2093,dc,1,0.0
2094,dc,1,0.0
2095,dc,1,0.0
2096,dc,1,2.0982750361103095
2097,dc,1,1.968640860608756
2098,dc,1,0.0
2099,dc,1,0.3628243768263472
21,dc,0,
210,dc,0,
2100,dc,1,0.0
2101,dc,1,2.0163759809590416
2102,dc,1,0.0
2103,dc,1,0.0
2104,dc,1,0.0
2105,dc,1,0.0
2106,dc,1,3.1296876162833707
2107,dc,1,2.2593342046101004
2108,dc,1,2.5853057314698664
2109,dc,1,0.0
211,dc,1,15.7627001745351
2110,dc,1,0.0
2111,dc,1,1.9633943630567618
2112,dc,1,0.0
2113,dc,1,20.68559772283265
2114,dc,1,0.0
2115,dc,1,0.4811491774050505
2116,dc,1,0.0
2117,dc,1,2.031561828716667
2118,dc,1,1.987983242942802
2119,dc,1,0.0
212,dc,1,4.0123693754802074
2120,dc,1,0.0
2121,dc,1,0.0
2122,dc,1,0.0
2123,dc,1,0.0
2124,dc,1,0.0
2125,dc,1,2.4142038267078876
2126,dc,1,0.0
2127,dc,1,0.0
2128,dc,1,1.9655354091571493
2129,dc,1,2.7453810965048855
213,dc,0,
2130,dc,1,0.0
2131,dc,1,0.0
2132,dc,1,1.106066085426859
2133,dc,1,0.0
2134,dc,1,0.0
2135,dc,1,0.0
2136,dc,1,0.0
2137,dc,1,2.297346583048362
2138,dc,1,0.0
2139,dc,1,0.0
214,dc,0,
2140,dc,1,0.8856758744225101
2141,dc,1,0.0
2142,dc,1,0.0
2143,dc,1,0.0
2144,dc,1,0.0
2145,dc,1,0.0
2146,dc,1,0.0
2147,dc,1,1.1658647806607945
2148,dc,1,1.5421479693248
2149,dc,1,0.0
215,dc,0,
2150,dc,1,0.0
2151,dc,1,0.0
2152,dc,1,0.0
2153,dc,1,0.0
2154,dc,1,0.0
2155,dc,1,0.0
2156,dc,1,0.0
2157,dc,1,0.0
2158,dc,1,0.0
2159,dc,1,0.0
216,dc,0,
2160,dc,1,0.0
2161,dc,1,0.0
2162,dc,1,0.0
2163,dc,1,1.879625159117403
2164,dc,1,6.582561087071864
2165,dc,1,16.622418414173314
2166,dc,1,0.0
2167,dc,1,0.0
2168,dc,1,0.0
2169,dc,1,0.0
217,dc,0,
2170,dc,1,2.4010108051799604
2171,dc,1,0.0
2172,dc,1,0.0
2173,dc,1,0.356377031379307
2174,dc,1,0.0
2175,dc,1,0.0
2176,dc,1,0.0
2177,dc,1,0.0
2178,dc,1,0.0
2179,dc,0,
218,dc,0,
2180,dc,1,0.0
2181,dc,1,1.619320577092531
2182,dc,1,0.0
2183,dc,1,1.917702455752645
2184,dc,1,0.0
2185,dc,1,0.0
2186,dc,1,4.325925512703382
2187,dc,1,3.8240503060129614
2188,dc,1,0.0
2189,dc,1,2.3882398197274157
219,dc,0,
2190,dc,1,0.0
2191,dc,1,0.0
2192,dc,1,2.1181917378311215
2193,dc,1,0.0
2194,dc,1,0.0
2195,dc,1,0.0
2196,dc,1,0.0
2197,dc,1,0.0
2198,dc,1,0.0
2199,dc,1,0.0
22,dc,0,
220,dc,0,
2200,dc,1,1.721149747156387
2201,dc,1,0.0
2202,dc,1,2.2194665284594683
2203,dc,1,0.0
2204,dc,1,3.6798546696926886
2205,dc,1,0.0
2206,dc,1,0.0
2207,dc,1,0.0
2208,dc,1,0.0
2209,dc,1,0.0
221,dc,0,
2210,dc,1,0.0
2211,dc,1,0.0
2212,dc,1,0.0
2213,dc,1,0.0
2214,dc,1,0.0
2215,dc,1,1.2452644409832898
2216,dc,1,0.0
2217,dc,1,0.0
2218,dc,1,1.475245763314486
2219,dc,1,0.0
222,dc,0,
2220,dc,1,0.971615868682052
2221,dc,1,0.0
2222,dc,1,0.0
2223,dc,1,0.0
2224,dc,1,3.8424501273968414
2225,dc,1,0.0
2226,dc,1,0.0
2227,dc,1,0.0
2228,dc,1,0.0
2229,dc,1,0.0
223,dc,0,
2230,dc,1,1.4494855960664421
2231,dc,1,1.7220161337746918
2232,dc,1,0.049892038238295744
2233,dc,1,0.0
2234,dc,1,0.0
2235,dc,1,0.0
2236,dc,1,0.0
2237,dc,1,0.0
2238,dc,1,1.7368881003605239
2239,dc,1,0.0
224,dc,0,
2240,dc,1,0.0
2241,dc,1,0.0
2242,dc,1,0.0
2243,dc,1,10.336314588800418
2244,dc,1,0.0
2245,dc,1,0.0
2246,dc,1,0.0
2247,dc,1,0.0
2248,dc,1,3.3058820762329924
2249,dc,1,0.0
225,dc,0,
2250,dc,1,0.0
2251,dc,1,0.0
2252,dc,1,2.7238419635934856
2253,dc,1,2.1067313687435285
2254,dc,1,0.0
2255,dc,1,0.0
2256,dc,1,7.372978598059228
2257,dc,1,0.0
2258,dc,1,1.2673251041792017
2259,dc,1,0.0
226,dc,0,
2260,dc,1,0.0
2261,dc,1,0.0
2262,dc,1,0.0
2263,dc,1,0.0
2264,dc,1,1.7951189672825545
2265,dc,1,0.0
2266,dc,1,0.0
2267,dc,1,1.1455059515111392
2268,dc,1,2.1099131910028217
2269,dc,1,8.98115577560512
227,dc,0,
2270,dc,1,1.6290352569793691
2271,dc,1,3.5421226686831813
2272,dc,1,1.5400862332486995
2273,dc,1,0.0
2274,dc,1,0.0
2275,dc,1,1.4406656484253857
2276,dc,1,3.017698868328892
2277,dc,1,1.5031893082983758
2278,dc,1,0.0
2279,dc,1,0.0
228,dc,0,
2280,dc,1,0.0
2281,dc,1,0.0
2282,dc,1,0.0
2283,dc,1,0.0
2284,dc,1,4.453046657067814
2285,dc,1,0.0
2286,dc,1,0.0
2287,dc,1,0.0
2288,dc,1,0.0
2289,dc,1,0.0
229,dc,0,
2290,dc,1,0.0
2291,dc,1,0.0
2292,dc,1,0.0
2293,dc,1,1.26957744309817
2294,dc,1,21.50216283140388
2295,dc,1,0.0
2296,dc,0,
2297,dc,1,8.318762473602613
2298,dc,1,0.0
2299,dc,1,1.6117282311702739
23,dc,0,
230,dc,0,
2300,dc,1,0.0
2301,dc,1,0.0
2302,dc,1,0.0
2303,dc,1,0.0
2304,dc,1,0.0
2305,dc,1,2.256395514897248
2306,dc,1,0.0
2307,dc,1,0.0
2308,dc,1,2.8754580947675494
2309,dc,1,0.0
231,dc,0,
2310,dc,1,0.0
2311,dc,1,0.0
2312,dc,1,2.5828545015439452
2313,dc,1,0.0
2314,dc,1,0.0
2315,dc,1,0.0
2316,dc,1,0.0
2317,dc,1,0.0
2318,dc,1,2.9828068299011505
2319,dc,1,0.0
232,dc,0,
2320,dc,1,0.0
2321,dc,1,0.0
2322,dc,1,0.9490265633286579
2323,dc,1,17.700040666131866
2324,dc,1,0.0
2325,dc,1,0.0
2326,dc,1,1.7487280846754305
2327,dc,1,0.0
2328,dc,1,0.0
2329,dc,1,2.95515481631491
233,dc,0,
2330,dc,1,0.0
2331,dc,1,2.117142171798496
2332,dc,1,0.0
2333,dc,1,0.0
2334,dc,1,0.0
2335,dc,1,1.460229183911974
2336,dc,1,1.987513751625877
2337,dc,1,0.0
2338,dc,1,0.0
2339,dc,1,0.0
234,dc,0,
2340,dc,1,0.0
2341,dc,1,2.96576923056155
2342,dc,1,0.0
2343,dc,1,0.0
2344,dc,1,0.0
2345,dc,1,4.966025545242095
2346,dc,1,0.0
2347,dc,1,1.8506966964798444
2348,dc,1,0.0
2349,dc,1,0.0
235,dc,0,
2350,dc,1,22.05669128765941
2351,dc,1,0.0
2352,dc,1,0.0
2353,dc,1,0.0
2354,dc,1,3.77652145195281
2355,dc,1,3.3077842627646206
2356,dc,1,0.0
2357,dc,1,0.0
2358,dc,1,0.0
2359,dc,1,0.0
236,dc,0,
2360,dc,1,0.0
2361,dc,1,0.0
2362,dc,1,0.0
2363,dc,1,0.0
2364,dc,1,0.0
2365,dc,1,0.0
2366,dc,1,1.6017104555836492
2367,dc,1,3.4294373269010787
2368,dc,1,0.0
2369,dc,1,0.0
237,dc,0,
2370,dc,1,0.0
2371,dc,1,1.9821882434217757
2372,dc,1,0.8403457259766688
2373,dc,1,0.0
2374,dc,1,0.0
2375,dc,1,0.0
2376,dc,1,0.0
2377,dc,1,0.0
2378,dc,1,6.67556509364416
2379,dc,1,2.4905060321078314
238,dc,0,
2380,dc,1,0.0
2381,dc,1,0.0
2382,dc,1,0.0
2383,dc,1,12.101822300518181
2384,dc,1,7.024934061664016
2385,dc,1,0.0
2386,dc,1,3.459479945691197
2387,dc,1,14.41889502304219
2388,dc,1,2.389796876576524
2389,dc,1,5.150926747553171
239,dc,0,
2390,dc,1,3.5691887647805447
2391,dc,1,0.0
2392,dc,1,0.0
2393,dc,1,0.0
2394,dc,1,0.0
2395,dc,1,3.4241219755723655
2396,dc,1,0.0
2397,dc,1,2.3395599619198952
2398,dc,1,0.0
2399,dc,1,2.5340868381195496
24,dc,0,
240,dc,0,
2400,dc,1,0.0
2401,dc,1,0.0
2402,dc,1,1.6508708554686786
2403,dc,1,0.0
2404,dc,1,12.950202890533394
2405,dc,1,0.0
2406,dc,1,0.0
2407,dc,1,0.0
2408,dc,1,0.0
2409,dc,1,0.0
241,dc,0,
2410,dc,1,0.0
2411,dc,1,1.7259951090919214
2412,dc,1,0.0
2413,dc,1,0.0
2414,dc,1,0.0
2415,dc,1,0.0
2416,dc,1,0.0
2417,dc,1,0.0
2418,dc,1,0.0
2419,dc,1,0.0
242,dc,0,
2420,dc,1,0.0
2421,dc,1,0.0
2422,dc,1,0.0
2423,dc,1,0.0
2424,dc,1,1.3403668891550355
2425,dc,1,0.0
2426,dc,1,1.4110060083868305
2427,dc,1,0.0
2428,dc,1,0.0
2429,dc,1,0.0
243,dc,0,
2430,dc,1,0.0
2431,dc,1,1.7944019778994043
2432,dc,1,0.8684902543130961
2433,dc,1,0.0
2434,dc,1,0.0
2435,dc,1,0.0
2436,dc,1,0.0
2437,dc,1,0.0
2438,dc,1,0.0
2439,dc,1,1.2685957604556743
244,dc,0,
2440,dc,1,0.0
2441,dc,1,0.0
2442,dc,1,1.5003793775233798
2443,dc,1,2.7113882690738484
2444,dc,1,0.0
2445,dc,1,9.55962860962016
2446,dc,1,2.202652777796139
2447,dc,1,0.0
2448,dc,1,1.9678945139622077
2449,dc,1,0.0
245,dc,0,
2450,dc,1,2.2626039194574123
2451,dc,1,1.4884883435515284
2452,dc,1,0.7258142867508216
2453,dc,1,11.6727775688083
2454,dc,1,10.29878902479982
2455,dc,1,5.965676956266955
2456,dc,1,0.0
2457,dc,1,0.0
2458,dc,1,0.0
2459,dc,1,0.0
246,dc,0,
2460,dc,1,9.30138453232178
2461,dc,1,3.2352100507419705
2462,dc,1,0.0
2463,dc,1,0.0
2464,dc,1,0.0
2465,dc,1,0.0
2466,dc,1,1.0825347401113778
2467,dc,1,1.8043949326665532
2468,dc,1,0.0
2469,dc,1,0.0
247,dc,0,
2470,dc,1,0.0
2471,dc,1,0.1288941849708692
2472,dc,1,3.9020762371309794
2473,dc,1,2.7571349782963783
2474,dc,1,3.5807703521926713
2475,dc,1,3.2702095219824288
2476,dc,1,2.3237133496572917
2477,dc,1,0.0
2478,dc,1,0.0
2479,dc,1,0.9200836471552568
248,dc,0,
2480,dc,1,12.073635015661434
2481,dc,1,0.0
2482,dc,1,6.7463819821963815
2483,dc,1,0.0
2484,dc,1,0.0
2485,dc,1,2.303425943789086
2486,dc,1,0.0
2487,dc,1,9.005478683376843
2488,dc,1,2.423476256348829
2489,dc,1,0.0
249,dc,0,
2490,dc,1,6.427227771178155
2491,dc,1,0.0
2492,dc,1,0.0
2493,dc,1,0.3262927692788176
2494,dc,0,
2495,dc,1,0.0
2496,dc,1,0.0
2497,dc,1,20.630799179848164
2498,dc,1,6.260536169256876
2499,dc,1,2.7848603707157586
25,dc,0,
250,dc,0,
2500,dc,1,0.0
2501,dc,1,0.0
2502,dc,1,3.233040449855604
2503,dc,1,17.487155561676527
2504,dc,1,0.0
2505,dc,1,4.938391134365076
2506,dc,1,1.0871256120883606
2507,dc,0,
2508,dc,1,0.0
2509,dc,1,4.974382506667523
251,dc,0,
2510,dc,1,2.115951661825588
2511,dc,1,4.674092324454651
2512,dc,1,5.0395920760677475
2513,dc,1,4.054847476793038
2514,dc,1,5.9962439491656
2515,dc,1,0.0
2516,dc,1,5.357493842698154
2517,dc,1,5.647325022216691
2518,dc,1,4.010788531458951
2519,dc,1,6.798532846774486
252,dc,0,
2520,dc,1,6.446996427938761
2521,dc,1,0.0
2522,dc,1,5.61367445064277
2523,dc,1,5.481106527297532
2524,dc,1,5.088692872271145
2525,dc,1,16.559880643659117
2526,dc,1,3.986753363207593
2527,dc,1,11.450296011207225
2528,dc,1,0.0
2529,dc,1,4.621046976700872
253,dc,0,
2530,dc,1,2.7539144889366187
2531,dc,1,3.6603564883869746
2532,dc,1,0.0
2533,dc,1,6.893338370148575
2534,dc,1,0.0
2535,dc,1,2.7937089176789303
2536,dc,1,8.12458429455924
2537,dc,1,0.0
2538,dc,1,3.322114182688564
2539,dc,1,0.0
254,dc,0,
2540,dc,1,4.866271925351107
2541,dc,1,3.37825072757856
2542,dc,1,3.5242616613336906
2543,dc,1,0.0
2544,dc,1,0.0
2545,dc,1,1.5491024028646816
2546,dc,1,0.6820417744332349
2547,dc,1,0.0
2548,dc,1,0.0
2549,dc,1,0.0
255,dc,0,
2550,dc,1,5.918948031057242
2551,dc,1,0.0
2552,dc,1,0.0
2553,dc,1,2.2102331549526277
2554,dc,1,3.3251054468783443
2555,dc,1,1.8693670331495698
2556,dc,1,0.0
2557,dc,1,0.0
2558,dc,1,0.0
2559,dc,1,0.0
256,dc,0,
2560,dc,1,17.888944100324863
2561,dc,1,0.0
2562,dc,1,0.0
2563,dc,1,2.2601453170198553
2564,dc,1,7.440677903674647
2565,dc,1,18.912377127135883
2566,dc,1,0.0
2567,dc,1,0.0
2568,dc,1,0.0
2569,dc,1,0.0
257,dc,0,
2570,dc,1,0.0
2571,dc,1,0.0
2572,dc,1,0.0
2573,dc,1,0.0
2574,dc,1,0.0
2575,dc,1,0.0
2576,dc,1,0.0
2577,dc,1,0.0
2578,dc,1,22.119883659217372
2579,dc,1,6.790738838450512
258,dc,0,
2580,dc,1,0.0
2581,dc,1,0.0
2582,dc,1,0.0
2583,dc,1,0.0
2584,dc,0,
2585,dc,1,8.505552715123072
2586,dc,1,0.0
2587,dc,1,0.0
2588,dc,1,10.271858835584903
2589,dc,1,11.338748044347135
259,dc,0,
2590,dc,1,7.525152147252696
2591,dc,1,10.503581546911375
2592,dc,1,9.001216473486046
2593,dc,1,0.0
2594,dc,1,2.1732305989498393
2595,dc,1,0.0
2596,dc,0,
2597,dc,1,2.514694447581698
2598,dc,1,0.0014925702593182346
2599,dc,1,3.086897727462084
26,dc,0,
260,dc,0,
2600,dc,1,0.0
2601,dc,1,0.0
2602,dc,1,0.0
2603,dc,1,0.0
2604,dc,1,5.446204611989674
2605,dc,1,15.085006743157361
2606,dc,1,2.0420128112612765
2607,dc,1,4.493762619089869
2608,dc,1,0.0
2609,dc,1,0.0
261,dc,0,
2610,dc,1,2.310397578208845
2611,dc,1,2.3926830909593484
2612,dc,1,5.051520151059456
2613,dc,1,5.713747484188818
2614,dc,1,0.0
2615,dc,1,0.0
2616,dc,1,0.0
2617,dc,1,8.768197692657633
2618,dc,1,6.4146557120830545
2619,dc,1,0.0
262,dc,0,
2620,dc,1,0.0
2621,dc,1,0.0
2622,dc,1,5.445982019473703
2623,dc,1,1.8676671842917678
2624,dc,1,0.0
2625,dc,1,6.28630352236044
2626,dc,1,3.924910858495995
2627,dc,1,6.876071660803059
2628,dc,1,6.526056772615733
2629,dc,1,0.0
263,dc,0,
2630,dc,1,0.0
2631,dc,1,4.601583461865207
2632,dc,1,7.686745162122924
2633,dc,1,0.0
2634,dc,1,13.200792447110523
2635,dc,1,4.65097132214574
2636,dc,1,2.6621626911791085
2637,dc,1,5.060667971450694
2638,dc,1,5.40558097285982
2639,dc,1,4.531209250398242
264,dc,0,
2640,dc,1,6.500925795443483
2641,dc,1,5.384840690158417
2642,dc,1,6.167411294758774
2643,dc,1,5.706358013457843
2644,dc,1,0.0
2645,dc,1,6.998427593196014
2646,dc,1,0.0
2647,dc,0,
2648,dc,0,
2649,dc,0,
265,dc,0,
2650,dc,0,
2651,dc,0,
2652,dc,0,
2653,dc,0,
2654,dc,0,
2655,dc,0,
2656,dc,0,
2657,dc,0,
2658,dc,0,
2659,dc,0,
266,dc,0,
2660,dc,0,
2661,dc,1,7.195202255305116
2662,dc,0,
2663,dc,0,
2664,dc,0,
2665,dc,0,
2666,dc,0,
2667,dc,0,
2668,dc,0,
2669,dc,0,
267,dc,0,
2670,dc,0,
2671,dc,0,
2672,dc,0,
2673,dc,0,
2674,dc,0,
2675,dc,0,
2676,dc,0,
2677,dc,0,
2678,dc,0,
2679,dc,0,
268,dc,0,
2680,dc,0,
2681,dc,0,
2682,dc,0,
2683,dc,0,
2684,dc,0,
2685,dc,0,
2686,dc,0,
2687,dc,0,
2688,dc,0,
2689,dc,0,
269,dc,0,
2690,dc,0,
2691,dc,0,
2692,dc,0,
2693,dc,0,
2694,dc,0,
2695,dc,0,
2696,dc,0,
2697,dc,0,
2698,dc,0,
2699,dc,0,
27,dc,0,
270,dc,0,
2700,dc,0,
2701,dc,0,
2702,dc,0,
2703,dc,0,
2704,dc,0,
2705,dc,0,
2706,dc,0,
2707,dc,0,
2708,dc,0,
2709,dc,0,
271,dc,0,
2710,dc,0,
2711,dc,1,0.0
2712,dc,1,5.962925670364556
2713,dc,1,1.9721376724751052
2714,dc,1,0.0
2715,dc,1,0.0
2716,dc,1,6.021546899588914
2717,dc,1,0.0
2718,dc,1,3.9606273805554753
2719,dc,1,0.0
272,dc,0,
2720,dc,1,0.0
2721,dc,1,0.0
2722,dc,1,0.0
2723,dc,1,0.0
2724,dc,1,0.0
2725,dc,1,11.763040929241939
2726,dc,1,0.0
2727,dc,1,0.0
2728,dc,1,0.0
2729,dc,1,0.0
273,dc,0,
2730,dc,1,0.0
2731,dc,1,0.0
2732,dc,1,0.0
2733,dc,1,0.0
2734,dc,1,0.0
2735,dc,1,0.0
2736,dc,1,0.0
2737,dc,1,0.0
2738,dc,1,0.0
2739,dc,1,0.0
274,dc,0,
2740,dc,1,0.0
2741,dc,1,0.0
2742,dc,1,0.0
2743,dc,1,0.0
2744,dc,1,0.0
2745,dc,1,0.0
2746,dc,1,0.0
2747,dc,1,0.8595519509963
2748,dc,1,1.8983378269172384
2749,dc,1,0.049305342216784266
275,dc,0,
2750,dc,1,2.1810996865859393
2751,dc,1,0.0
2752,dc,1,0.0
2753,dc,1,0.0
2754,dc,1,0.0
2755,dc,1,0.0
2756,dc,1,0.0
2757,dc,1,0.0
2758,dc,1,1.3106321499038889
2759,dc,1,0.0
276,dc,0,
2760,dc,1,19.20571566030458
2761,dc,1,0.0
2762,dc,1,0.0
2763,dc,1,0.0
2764,dc,1,0.0
2765,dc,1,0.0
2766,dc,1,0.0
2767,dc,1,0.0
2768,dc,1,0.0
2769,dc,1,0.0
277,dc,0,
2770,dc,1,2.0689871546842302
2771,dc,1,0.0
2772,dc,1,0.0
2773,dc,1,0.0
2774,dc,1,0.0
2775,dc,1,0.0
2776,dc,1,2.6355833058266485
2777,dc,1,0.0
2778,dc,1,0.0
2779,dc,1,0.0
278,dc,0,
2780,dc,1,0.0
2781,dc,1,0.0
2782,dc,1,0.0
2783,dc,1,0.0
2784,dc,1,11.7744115668839
2785,dc,1,5.291843240592249
2786,dc,1,0.0
2787,dc,1,9.770614437969886
2788,dc,1,0.0
2789,dc,1,0.0
279,dc,0,
2790,dc,1,0.0
2791,dc,1,0.0
2792,dc,1,0.0
2793,dc,1,0.0
2794,dc,1,0.0
2795,dc,1,0.0
2796,dc,1,0.0
2797,dc,1,0.0
2798,dc,1,0.0
2799,dc,1,0.0
28,dc,0,
280,dc,0,
2800,dc,1,0.0
2801,dc,1,2.6226414673748537
2802,dc,1,0.25291639325812204
2803,dc,1,0.0
2804,dc,1,0.0
2805,dc,1,0.0
2806,dc,1,0.0
2807,dc,1,0.0
2808,dc,1,0.0
2809,dc,1,0.0
281,dc,0,
2810,dc,1,0.0
2811,dc,1,1.5016953263654007
2812,dc,1,0.0
2813,dc,1,0.0
2814,dc,1,0.0
2815,dc,1,0.0
2816,dc,1,0.0
2817,dc,1,0.0
2818,dc,1,0.0
2819,dc,1,1.5998190684202263
282,dc,0,
2820,dc,1,0.0
2821,dc,1,0.0
2822,dc,1,22.691568569874192
2823,dc,1,0.0
2824,dc,1,0.0
2825,dc,1,0.0
2826,dc,1,0.0
2827,dc,1,0.0
2828,dc,1,0.0
2829,dc,1,0.0
283,dc,0,
2830,dc,1,0.0
2831,dc,1,0.0
2832,dc,1,0.0
2833,dc,1,0.0
2834,dc,1,0.0
2835,dc,1,2.9803383666750594
2836,dc,1,0.0
2837,dc,1,0.0
2838,dc,1,0.0
2839,dc,1,0.0
284,dc,0,
2840,dc,1,0.0
2841,dc,1,0.0
2842,dc,1,0.0
2843,dc,1,0.0
2844,dc,1,2.776445078185393
2845,dc,1,0.0
2846,dc,1,0.0
2847,dc,1,0.0
2848,dc,1,0.0
2849,dc,1,0.0
285,dc,0,
2850,dc,1,0.0
2851,dc,1,0.0
2852,dc,1,0.0
2853,dc,1,2.028536779409411
2854,dc,1,0.0
2855,dc,1,1.4610585110915684
2856,dc,1,0.0
2857,dc,1,1.5614907137769047
2858,dc,1,0.0
2859,dc,1,0.0
286,dc,0,
2860,dc,1,0.0
2861,dc,1,0.0
2862,dc,1,0.0
2863,dc,1,0.0
2864,dc,1,1.8834366345044808
2865,dc,1,0.0
2866,dc,1,0.0
2867,dc,1,0.0
2868,dc,1,0.0
2869,dc,1,0.0
287,dc,0,
2870,dc,1,0.0
2871,dc,1,0.0
2872,dc,1,0.0
2873,dc,1,0.0
2874,dc,1,0.0
2875,dc,1,0.0
2876,dc,1,0.0
2877,dc,1,0.0
2878,dc,1,6.967902568016434
2879,dc,1,0.0
288,dc,0,
2880,dc,1,0.0
2881,dc,1,0.0
2882,dc,1,0.0
2883,dc,1,0.0
2884,dc,1,0.0
2885,dc,1,0.0
2886,dc,1,0.0
2887,dc,1,0.0
2888,dc,1,0.0
2889,dc,1,0.0
289,dc,0,
2890,dc,1,0.0
2891,dc,1,0.0
2892,dc,1,0.0
2893,dc,1,0.0
2894,dc,1,0.0
2895,dc,1,0.0
2896,dc,1,0.0
2897,dc,1,0.0
2898,dc,1,0.0
2899,dc,1,0.0
29,dc,0,
290,dc,0,
2900,dc,1,0.0
2901,dc,1,0.0
2902,dc,1,0.0
2903,dc,1,0.0
2904,dc,1,0.0
2905,dc,1,0.0
2906,dc,1,0.0
2907,dc,1,0.0
2908,dc,1,0.0
2909,dc,1,0.0
291,dc,0,
2910,dc,1,0.0
2911,dc,1,0.0
2912,dc,1,0.0
2913,dc,1,0.0
2914,dc,1,0.0
2915,dc,1,0.0
2916,dc,1,0.0
2917,dc,1,12.669685357087346
2918,dc,1,0.0
2919,dc,1,0.0
292,dc,0,
2920,dc,1,0.0
2921,dc,1,0.0
2922,dc,1,0.0
2923,dc,1,0.0
2924,dc,1,0.0
2925,dc,1,0.0
2926,dc,1,0.0
2927,dc,1,0.0
2928,dc,1,0.0
2929,dc,1,0.0
293,dc,0,
2930,dc,1,0.0
2931,dc,1,0.0
2932,dc,1,0.0
2933,dc,1,0.0
2934,dc,1,0.0
2935,dc,1,0.0
2936,dc,1,0.0
2937,dc,1,0.5900204210783568
2938,dc,1,0.0
2939,dc,1,1.322772662368121
294,dc,0,
2940,dc,1,0.5106256904333948
2941,dc,1,0.0
2942,dc,1,0.0
2943,dc,1,0.0
2944,dc,1,0.0
2945,dc,1,0.0
2946,dc,1,0.0
2947,dc,1,0.0
2948,dc,1,0.0
2949,dc,1,0.0
295,dc,0,
2950,dc,1,0.0
